SchoolCode,SchoolName,StreetNumber,StreetName,SuburbId,StateId,CountryId,LevelOfSchooling,Latitude,Longitude,SchoolSpecialtyType,SchoolSubType,SchoolGender,ICSEAValue
4407,Hume Public School,361,Parkland Crescent,7056,5,2,Primary School,-36.050352,146.947268,Comprehensive,Kinder to Year 6,Coed,863
2188,Humula Public School,18,School Street,5879,5,2,Primary School,-35.483339,147.760583,Comprehensive,Kinder to Year 6,Coed,866
5687,Hunter River Community School,1-17,Melaleuca Drive,7986,5,2,Schools for Specific Purposes,-32.765018,151.612507,Comprehensive,Medium / High Support needs,Coed,NULL
8219,Hunter River High School,36,Elkin Avenue,5604,5,2,Secondary School,-32.782330,151.733299,Comprehensive,Year 7 to Year 12,Coed,917
8819,Hunter School of Performing Arts,109,Lambton Road,1670,5,2,Central/Community School,-32.924826,151.727614,Performing Arts,Kinder to Year 12,Coed,1082
8233,Hunter Sports High School,35,Pacific Highway,4729,5,2,Secondary School,-32.985494,151.691142,Sports,Year 7 to Year 12,Coed,907
8207,Hunters Hill High School,12,Reiby Road,5883,5,2,Secondary School,-33.832696,151.148509,Comprehensive,Year 7 to Year 12,Coed,1091
2189,Hunters Hill Public School,17,Alexandra Street,5883,5,2,Primary School,-33.835121,151.151254,Comprehensive,Kinder to Year 6,Coed,1190
2190,Huntingdon Public School,2876,Oxley Highway,5888,5,2,Primary School,-31.478214,152.660607,Comprehensive,Kinder to Year 6,Coed,941
8121,Hurlstone Agricultural High School,1,Roy Watts Road,4959,5,2,Secondary School,-33.970383,150.893629,Agricultural,Year 7 to Year 12,Coed,1128
5195,Hurstville Grove Infants School,79,Lansdowne Street,10035,5,2,Infants School,-33.973128,151.090536,Comprehensive,Kinder to Year 2,Coed,NULL
2197,Hurstville Public School,NULL,NULL,5903,5,2,Primary School,-33.964695,151.110728,Comprehensive,Kinder to Year 6,Coed,1099
2198,Hurstville South Public School,1,Albert Street,5903,5,2,Primary School,-33.972516,151.099252,Comprehensive,Kinder to Year 6,Coed,1083
2199,Huskisson Public School,3,Watt Street,5906,5,2,Primary School,-35.036821,150.668104,Comprehensive,Kinder to Year 6,Coed,1002
2201,Ilford Public School,6943,Castlereagh Highway,5924,5,2,Primary School,-32.966702,149.855478,Comprehensive,Kinder to Year 6,Coed,992
2203,Illabo Public School,11,Layton Street,5928,5,2,Primary School,-34.814002,147.741165,Comprehensive,Kinder to Year 6,Coed,1056
4246,Illaroo Road Public School,52,Walsh Crescent,9455,5,2,Primary School,-34.859064,150.590007,Comprehensive,Kinder to Year 6,Coed,1007
5743,Illawarra Environmental Education Centre,NULL,NULL,11201,5,2,Environmental Education Centre,-34.610625,150.854786,Comprehensive,Environmental Education Centre (formerly Field Stu,Coed,NULL
5551,Illawarra Hospital School,NULL,NULL,13731,5,2,Schools for Specific Purposes,-34.424793,150.883935,Comprehensive,Hospital School,Coed,NULL
8205,Illawarra Sports High School,2A,George Street,955,5,2,Secondary School,-34.480849,150.853331,Sports,Year 7 to Year 12,Coed,914
4077,Illawong Public School,276A,Fowler Road,5931,5,2,Primary School,-33.999133,151.042689,Comprehensive,Kinder to Year 6,Coed,1064
2204,Iluka Public School,19,Charles Street,5934,5,2,Primary School,-29.404676,153.348938,Comprehensive,Kinder to Year 6,Coed,947
5756,Induna School,21,Induna Street,11362,5,2,Schools for Specific Purposes,-29.722447,152.946390,Comprehensive,Juvenile Justice establishment,Coed,NULL
8262,Ingleburn High School,4,Coucal Place,5950,5,2,Secondary School,-34.005121,150.871520,Comprehensive,Year 7 to Year 12,Coed,945
2206,Ingleburn Public School,51,Oxford Road,5950,5,2,Primary School,-34.000332,150.866612,Comprehensive,Kinder to Year 6,Coed,993
8122,Inverell High School,NULL,NULL,5976,5,2,Secondary School,-29.765729,151.110782,Comprehensive,Year 7 to Year 12,Coed,914
2209,Inverell Public School,95,Henderson Street,5976,5,2,Primary School,-29.773135,151.123016,Comprehensive,Kinder to Year 6,Coed,889
2211,Iona Public School,860,Paterson Road,13828,5,2,Primary School,-32.665063,151.604218,Comprehensive,Kinder to Year 6,Coed,1075
4638,Ironbark Ridge Public School,240,Withers Road,6393,5,2,Primary School,-33.687371,150.933259,Comprehensive,Kinder to Year 6,Coed,1108
8562,Irrawang High School,80,Mount Hall Road,10554,5,2,Secondary School,-32.761513,151.766861,Comprehensive,Year 7 to Year 12,Coed,919
4372,Irrawang Public School,21,Geer Street,10554,5,2,Primary School,-32.758624,151.756776,Comprehensive,Kinder to Year 6,Coed,849
2212,Islington Public School,17-39,Hubbard Street,6018,5,2,Primary School,-32.911412,151.744091,Comprehensive,Kinder to Year 6,Coed,922
2213,Ivanhoe Central School,46,Columbus Street,6021,5,2,Central/Community School,-32.898531,144.300978,Comprehensive,Kinder to Year 12,Coed,833
8263,J J Cahill Memorial High School,17,Horner Avenue,7769,5,2,Secondary School,-33.927435,151.201835,Comprehensive,Year 7 to Year 12,Coed,971
2218,Jamberoo Public School,45,Churchill Street,6051,5,2,Primary School,-34.644622,150.773003,Comprehensive,Kinder to Year 6,Coed,1061
8460,James Busby High School,64,Starling Street,5247,5,2,Secondary School,-33.908964,150.874039,Comprehensive,Year 7 to Year 12,Coed,901
8882,James Cook Boys High School,NULL,NULL,6644,5,2,Secondary School,-33.966480,151.137090,Technology,Year 7 to Year 12,Boys,974
4579,James Erskine Public School,55,Peppertree Drive,4262,5,2,Primary School,-33.805167,150.803884,Comprehensive,Kinder to Year 6,Coed,990
8266,James Fallon High School,412,Fallon Street,9385,5,2,Secondary School,-36.060244,146.928971,Comprehensive,Year 7 to Year 12,Coed,939
8497,James Meehan High School,58,Harold Street,7491,5,2,Secondary School,-33.988351,150.892287,Comprehensive,Year 7 to Year 12,Coed,869
8235,James Ruse Agricultural High School,26,Jenkins Road,2356,5,2,Secondary School,-33.780624,151.043204,Agricultural,Year 7 to Year 12,Coed,1262
8559,Jamison High School,222,Evan Street,11405,5,2,Secondary School,-33.775335,150.698118,Comprehensive,Year 7 to Year 12,Coed,970
4544,Jamisontown Public School,1A,Thurwood Avenue,6060,5,2,Primary School,-33.773060,150.683083,Comprehensive,Kinder to Year 6,Coed,988
4004,Jannali East Public School,15,Tunbridge Place,6068,5,2,Primary School,-34.019152,151.072320,Comprehensive,Kinder to Year 6,Coed,1079
3829,Jannali Public School,NULL,NULL,6068,5,2,Primary School,-34.017945,151.060909,Comprehensive,Kinder to Year 6,Coed,1041
4382,Jasper Road Public School,1,Jasper Road,728,5,2,Primary School,-33.761316,150.982269,Comprehensive,Kinder to Year 6,Coed,1108
2223,Jennings Public School,31,Brushabers Road,6096,5,2,Primary School,-28.927243,151.934357,Comprehensive,Kinder to Year 6,Coed,889
2225,Jerangle Public School,2890,Jerangle Road,6101,5,2,Primary School,-35.871132,149.364268,Comprehensive,Kinder to Year 6,Coed,1016
2226,Jerilderie Public School,25,Bolton Street,6106,5,2,Primary School,-35.354598,145.728865,Comprehensive,Kinder to Year 6,Coed,990
4633,Jerrabomberra Public School,11,Coachwood Avenue,6109,5,2,Primary School,-35.386090,149.198470,Comprehensive,Kinder to Year 6,Coed,1098
2231,Jerrys Plains Public School,27,Doyle Street,6115,5,2,Primary School,-32.497230,150.905944,Comprehensive,Kinder to Year 6,Coed,883
2234,Jesmond Public School,16,Ralph Street,6120,5,2,Primary School,-32.903841,151.695427,Comprehensive,Kinder to Year 6,Coed,962
4469,Jewells Primary School,21,Fencott Drive,6122,5,2,Primary School,-33.015735,151.687459,Comprehensive,Kinder to Year 6,Coed,1022
2235,Jiggi Public School,1093,Jiggi Road,6125,5,2,Primary School,-28.677986,153.181368,Comprehensive,Kinder to Year 6,Coed,1008
2236,Jilliby Public School,NULL,NULL,6128,5,2,Primary School,-33.239937,151.380052,Comprehensive,Kinder to Year 6,Coed,972
2237,Jindabyne Central School,8-20,Park Road,6134,5,2,Central/Community School,-36.416703,148.618901,Comprehensive,Kinder to Year 12,Coed,1029
2239,Jindera Public School,131,Dight Street,6137,5,2,Primary School,-35.959036,146.886741,Comprehensive,Kinder to Year 6,Coed,999
5423,John Brotchie Nursery School,6,Hickson Street,1466,5,2,Other School,-33.942627,151.196138,Comprehensive,Nursery school (similar to a Pre school),Coed,NULL
8290,John Edmondson High School,64,Horningsea Park Drive,5818,5,2,Secondary School,-33.946000,150.843226,Comprehensive,Year 7 to Year 12,Coed,982
5558,John Hunter Hospital School,NULL,Unnamed Road,9231,5,2,Schools for Specific Purposes,-32.921378,151.697398,Comprehensive,Hospital School,Coed,NULL
4648,John Palmer Public School,23,Picnic Street,12165,5,2,Primary School,-33.708897,150.910328,Comprehensive,Kinder to Year 6,Coed,1087
4572,John Purchase Public School,58,Purchase Road,2590,5,2,Primary School,-33.718798,151.038895,Comprehensive,Kinder to Year 6,Coed,1163
4479,John Warby Public School,9,Tasma Place,63,5,2,Primary School,-34.082225,150.834434,Comprehensive,Kinder to Year 6,Coed,836
2243,Johns River Public School,4-6,Station Street,6153,5,2,Primary School,-31.733013,152.696599,Comprehensive,Kinder to Year 6,Coed,933
2245,Jugiong Public School,NULL,Stapylton Street,6177,5,2,Primary School,-34.820203,148.335447,Comprehensive,Kinder to Year 6,Coed,1035
8179,Junee High School,37,Lydia Street,6193,5,2,Secondary School,-34.869115,147.592765,Comprehensive,Year 7 to Year 12,Coed,890
2248,Junee North Public School,9,Knight Street,6193,5,2,Primary School,-34.855049,147.585376,Comprehensive,Kinder to Year 6,Coed,940
2247,Junee Public School,116,Lorne Street,6193,5,2,Primary School,-34.873488,147.584901,Comprehensive,Kinder to Year 6,Coed,870
3874,Kahibah Public School,2,Symes Avenue,6206,5,2,Primary School,-32.964902,151.713608,Comprehensive,Kinder to Year 6,Coed,1039
5699,Kalinda School,20,Merrigal Street,5311,5,2,Schools for Specific Purposes,-34.292355,146.037841,Comprehensive,Medium / High Support needs,Coed,NULL
4515,Kambora Public School,71,Kambora Avenue,3522,5,2,Primary School,-33.740137,151.194500,Comprehensive,Kinder to Year 6,Coed,1129
8489,Kanahooka High School,35,Robert Street,3475,5,2,Secondary School,-34.494652,150.805362,Comprehensive,Year 7 to Year 12,Coed,916
5744,Kandeer School,413,Fallon Street,9385,5,2,Schools for Specific Purposes,-36.062278,146.927949,Comprehensive,Emotional disturbance,Coed,NULL
8318,Kandos High School,16-36,Fleming Street,6263,5,2,Secondary School,-32.855738,149.974588,Comprehensive,Year 7 to Year 12,Coed,928
2254,Kandos Public School,NULL,NULL,6263,5,2,Primary School,-32.856242,149.974813,Comprehensive,Kinder to Year 6,Coed,893
2255,Kangaloon Public School,1488,Kangaloon Road,6264,5,2,Primary School,-34.552607,150.529555,Comprehensive,Kinder to Year 6,Coed,1049
2256,Kangaroo Valley Public School,154,Moss Vale Road,6273,5,2,Primary School,-34.736520,150.531996,Comprehensive,Kinder to Year 6,Coed,1068
2259,Kanwal Public School,NULL,NULL,6285,5,2,Primary School,-33.262456,151.484884,Comprehensive,Kinder to Year 6,Coed,960
3923,Kapooka Public School,NULL,Kapooka Drive,6292,5,2,Primary School,-35.151530,147.296973,Comprehensive,Kinder to Year 6,Coed,992
8524,Karabar High School,84,Donald Road,6297,5,2,Secondary School,-35.365337,149.224822,Comprehensive,Year 7 to Year 12,Coed,994
2260,Karangi Public School,NULL,NULL,6303,5,2,Primary School,-30.252411,153.047767,Comprehensive,Kinder to Year 6,Coed,1017
4488,Kareela Public School,14,Rival Street,6313,5,2,Primary School,-34.012894,151.081991,Comprehensive,Kinder to Year 6,Coed,1117
8292,Kariong Mountains High School,NULL,NULL,6318,5,2,Secondary School,-33.430390,151.296076,Comprehensive,Year 7 to Year 12,Coed,983
4580,Kariong Public School,NULL,Truscott Avenue,6318,5,2,Primary School,-33.441014,151.289632,Comprehensive,Kinder to Year 6,Coed,999
5581,Karningul School,1a,Auburn Road,10609,5,2,Schools for Specific Purposes,-33.885010,151.023804,Comprehensive,Behaviour Disorder,Coed,NULL
5670,Karonga School,221,Ray Road,4235,5,2,Schools for Specific Purposes,-33.770806,151.060640,Comprehensive,Medium / High Support needs,Coed,NULL
2263,Karuah Public School,18,Bundabah Street,6344,5,2,Primary School,-32.654344,151.966595,Comprehensive,Kinder to Year 6,Coed,873
8150,Katoomba High School,11,Bourne Street,6354,5,2,Secondary School,-33.727402,150.314399,Comprehensive,Year 7 to Year 12,Coed,998
3987,Katoomba North Public School,10,Verdun Street,6354,5,2,Primary School,-33.699128,150.315134,Comprehensive,Kinder to Year 6,Coed,958
4546,Katoomba Public School,18,Merriwa Street,6354,5,2,Primary School,-33.718645,150.313708,Comprehensive,Kinder to Year 6,Coed,1029
4593,Kearns Public School,NULL,NULL,6367,5,2,Primary School,-34.021486,150.804446,Comprehensive,Kinder to Year 6,Coed,978
2267,Kearsley Public School,130,Caledonia Street,6368,5,2,Primary School,-32.857249,151.395921,Comprehensive,Kinder to Year 6,Coed,888
2270,Kegworth Public School,60,Tebbutt Street,7096,5,2,Primary School,-33.886514,151.146930,Comprehensive,Kinder to Year 6,Coed,1111
8541,Keira High School,25,Helen Street,9495,5,2,Secondary School,-34.405282,150.886510,Technology,Year 7 to Year 12,Coed,985
2271,Keiraville Public School,284,Gipps Road,6383,5,2,Primary School,-34.414114,150.873364,Comprehensive,Kinder to Year 6,Coed,1098
2273,Kellys Plains Public School,64,Kellys Plains School Road,298,5,2,Primary School,-30.571911,151.636504,Comprehensive,Kinder to Year 6,Coed,1078
8477,Kellyville High School,44,Hayes Avenue,6393,5,2,Secondary School,-33.707777,150.969921,Comprehensive,Year 7 to Year 12,Coed,1061
2274,Kellyville Public School,21,Annabelle Crescent,6393,5,2,Primary School,-33.711052,150.957887,Comprehensive,Kinder to Year 6,Coed,1071
4639,Kellyville Ridge Public School,59,Singleton Avenue,6394,5,2,Primary School,-33.705413,150.924005,Comprehensive,Kinder to Year 6,Coed,1085
2275,Kelso Public School,19,Gilmour Street,6397,5,2,Primary School,-33.416969,149.605156,Comprehensive,Kinder to Year 6,Coed,818
4083,Kemblawarra Public School,9,Hoskins Avenue,6910,5,2,Primary School,-34.489284,150.893254,Comprehensive,Kinder to Year 6,Coed,846
3615,Kemps Creek Public School,100,Cross Street,6406,5,2,Primary School,-33.882805,150.790299,Comprehensive,Kinder to Year 6,Coed,934
2278,Kempsey East Public School,1,Innes Street,4010,5,2,Primary School,-31.083703,152.846861,Comprehensive,Kinder to Year 6,Coed,900
8123,Kempsey High School,22,Broughton Street,13367,5,2,Secondary School,-31.068060,152.824202,Comprehensive,Year 7 to Year 12,Coed,855
4196,Kempsey South Public School,21,Queen Street,11377,5,2,Primary School,-31.094959,152.829888,Comprehensive,Kinder to Year 6,Coed,720
2279,Kempsey West Public School,23,Marsh Street,13367,5,2,Primary School,-31.078377,152.830100,Comprehensive,Kinder to Year 6,Coed,780
2280,Kendall Public School,38,Graham Street,6409,5,2,Primary School,-31.627392,152.702756,Comprehensive,Kinder to Year 6,Coed,968
2283,Kensington Public School,14,Bowral Street,6424,5,2,Primary School,-33.909604,151.224965,Comprehensive,Kinder to Year 6,Coed,1135
4160,Kent Road Public School,13,Lucinda Road,7744,5,2,Primary School,-33.787415,151.108936,Comprehensive,Kinder to Year 6,Coed,1131
2284,Kenthurst Public School,111,Kenthurst Road,6430,5,2,Primary School,-33.665603,151.004575,Comprehensive,Kinder to Year 6,Coed,1067
2285,Kentlyn Public School,77,Old Kent Road,6431,5,2,Primary School,-34.073132,150.858576,Comprehensive,Kinder to Year 6,Coed,982
2286,Kentucky Public School,NULL,NULL,6434,5,2,Primary School,-30.759618,151.449162,Comprehensive,Kinder to Year 6,Coed,1048
4270,Khancoban Public School,13,Chisholm Street,6474,5,2,Primary School,-36.214050,148.131142,Comprehensive,Kinder to Year 6,Coed,965
8171,Kiama High School,7,Weston Place,6484,5,2,Secondary School,-34.680660,150.847197,Comprehensive,Year 7 to Year 12,Coed,1036
2293,Kiama Public School,67,Bong Bong Street,6484,5,2,Primary School,-34.669659,150.850567,Comprehensive,Kinder to Year 6,Coed,1066
8457,Killara High School,NULL,NULL,4011,5,2,Secondary School,-33.756575,151.174102,Comprehensive,Year 7 to Year 12,Coed,1150
3918,Killara Public School,1A,Ridgeland Avenue,6515,5,2,Primary School,-33.765473,151.148436,Comprehensive,Kinder to Year 6,Coed,1174
8422,Killarney Heights High School,136,Melwood Avenue,6517,5,2,Secondary School,-33.771925,151.215215,Comprehensive,Year 7 to Year 12,Coed,1112
4386,Killarney Heights Public School,10,Tralee Avenue,6517,5,2,Primary School,-33.774942,151.216151,Comprehensive,Kinder to Year 6,Coed,1161
4426,Killarney Vale Public School,181,B74,6518,5,2,Primary School,-33.365221,151.456103,Comprehensive,Kinder to Year 6,Coed,958
2303,Kinchela Public School,5,Kinchela Creek Right Bank Road,6541,5,2,Primary School,-30.991064,152.995063,Comprehensive,Kinder to Year 6,Coed,939
8585,Kincumber High School,NULL,NULL,6543,5,2,Secondary School,-33.464894,151.382516,Comprehensive,Year 7 to Year 12,Coed,1003
2304,Kincumber Public School,3,Kimbarra Close,6543,5,2,Primary School,-33.468184,151.394355,Comprehensive,Kinder to Year 6,Coed,1014
4467,King Park Public School,31,Humphries Road,12893,5,2,Primary School,-33.879147,150.910701,Comprehensive,Kinder to Year 6,Coed,985
4514,King Street Public School,6,Sylvester Close,11260,5,2,Primary School,-32.569546,151.175266,Comprehensive,Kinder to Year 6,Coed,900
4528,Kings Langley Public School,68A,Isaac Smith Parade,6566,5,2,Primary School,-33.745131,150.924433,Comprehensive,Kinder to Year 6,Coed,1060
8579,Kingscliff High School,806,Cudgen Road,6572,5,2,Secondary School,-28.266568,153.570474,Comprehensive,Year 7 to Year 12,Coed,980
4054,Kingscliff Public School,12,Orient Street,6572,5,2,Primary School,-28.259375,153.579497,Comprehensive,Kinder to Year 6,Coed,1044
8247,Kingsgrove High School,NULL,NULL,6578,5,2,Secondary School,-33.948519,151.101653,Comprehensive,Year 7 to Year 12,Coed,986
8221,Kingsgrove North High School,2,Saint Albans Road,6578,5,2,Secondary School,-33.933980,151.097628,Comprehensive,Year 7 to Year 12,Coed,971
2307,Kingsgrove Public School,333,Kingsgrove Road,6578,5,2,Primary School,-33.947822,151.101560,Comprehensive,Kinder to Year 6,Coed,1001
2310,Kingstown Public School,4289,Kingstown Road,6587,5,2,Primary School,-30.506681,151.116405,Comprehensive,Kinder to Year 6,Coed,934
8458,Kingswood High School,131,Bringelly Road,6592,5,2,Secondary School,-33.770416,150.715263,Comprehensive,Year 7 to Year 12,Coed,932
4346,Kingswood Park Public School,35,Caloola Avenue,10031,5,2,Primary School,-33.741191,150.711457,Comprehensive,Kinder to Year 6,Coed,839
2312,Kingswood Public School,24,Manning Street,6592,5,2,Primary School,-33.765884,150.726509,Comprehensive,Kinder to Year 6,Coed,1036
4339,Kingswood South Public School,60-68,Smith Street,6592,5,2,Primary School,-33.769287,150.711849,Comprehensive,Kinder to Year 6,Coed,952
2314,Kirkton Public School,797,Standen Drive,7352,5,2,Primary School,-32.609773,151.290092,Comprehensive,Kinder to Year 6,Coed,1034
8437,Kirrawee High School,NULL,NULL,6616,5,2,Secondary School,-34.043480,151.073475,Language,Year 7 to Year 12,Coed,1079
4075,Kirrawee Public School,29,Clements Parade,6616,5,2,Primary School,-34.033467,151.077490,Comprehensive,Kinder to Year 6,Coed,1009
2315,Kitchener Public School,38,Richmond Street,6622,5,2,Primary School,-32.877820,151.369977,Comprehensive,Kinder to Year 6,Coed,942
8320,Kogarah High School,22A,Gladstone Street,6644,5,2,Secondary School,-33.961161,151.134227,Comprehensive,Year 7 to Year 12,Coed,981
2319,Kogarah Public School,24B,Gladstone Street,6644,5,2,Primary School,-33.962028,151.136618,Comprehensive,Kinder to Year 6,Coed,1076
4409,Koonawarra Public School,NULL,NULL,6679,5,2,Primary School,-34.501193,150.807883,Comprehensive,Kinder to Year 6,Coed,855
2326,Koorawatha Public School,NULL,Ripon Street,6698,5,2,Primary School,-34.034936,148.559705,Comprehensive,Kinder to Year 6,Coed,915
8483,Kooringal High School,NULL,NULL,6702,5,2,Secondary School,-35.142886,147.381528,Comprehensive,Year 7 to Year 12,Coed,990
4173,Kooringal Public School,2,Cooinbil Crescent,6702,5,2,Primary School,-35.148828,147.373239,Comprehensive,Kinder to Year 6,Coed,981
2327,Kootingal Public School,10,Denman Avenue,6711,5,2,Primary School,-31.053487,151.053682,Comprehensive,Kinder to Year 6,Coed,939
2330,Kororo Public School,3,Korora School Road,6723,5,2,Primary School,-30.254553,153.131921,Comprehensive,Kinder to Year 6,Coed,1012
8423,Kotara High School,21,Madison Drive,39,5,2,Secondary School,-32.947137,151.706868,Comprehensive,Year 7 to Year 12,Coed,1042
5738,Kotara School,197,Park Avenue,6731,5,2,Schools for Specific Purposes,-32.942830,151.700379,Comprehensive,Emotional disturbance,Coed,NULL
4203,Kotara South Public School,150,Rae Crescent,6731,5,2,Primary School,-32.946528,151.694255,Comprehensive,Kinder to Year 6,Coed,1060
2333,Krambach Public School,3838,The Bucketts Way,6743,5,2,Primary School,-32.046146,152.272293,Comprehensive,Kinder to Year 6,Coed,933
2334,Kulnura Public School,9,Williams Road,6767,5,2,Primary School,-33.232582,151.216011,Comprehensive,Kinder to Year 6,Coed,978
8416,Ku-ring-gai High School,NULL,NULL,9484,5,2,Secondary School,-33.690973,151.153809,Creative Arts,Year 7 to Year 12,Coed,1075
2340,Kurmond Public School,3,Rowland Avenue,6794,5,2,Primary School,-33.549715,150.692309,Comprehensive,Kinder to Year 6,Coed,1020
2341,Kurnell Public School,31,Dampier Street,6796,5,2,Primary School,-34.010156,151.203773,Comprehensive,Kinder to Year 6,Coed,1002
2343,Kurrajong East Public School,891,East Kurrajong Road,4012,5,2,Primary School,-33.511172,150.777260,Comprehensive,Kinder to Year 6,Coed,966
2344,Kurrajong North Public School,1034,Bells Line of Road,6801,5,2,Primary School,-33.541815,150.639446,Comprehensive,Kinder to Year 6,Coed,1053
2342,Kurrajong Public School,1111,Grose Vale Road,6799,5,2,Primary School,-33.555196,150.662653,Comprehensive,Kinder to Year 6,Coed,1057
5621,Kurrambee School,NULL,Water Street,13330,5,2,Schools for Specific Purposes,-33.766384,150.758912,Comprehensive,Medium / High Support needs,Coed,NULL
8177,Kurri Kurri High School,NULL,NULL,6804,5,2,Secondary School,-32.810142,151.486294,Comprehensive,Year 7 to Year 12,Coed,910
7422,Kurri Kurri Public School,150,Rawson Street,6804,5,2,Primary School,-32.821099,151.478156,Comprehensive,Kinder to Year 6,Coed,905
5141,Kyeemagh Infants School,39,Jacobson Avenue,6831,5,2,Infants School,-33.949020,151.162305,Comprehensive,Kinder to Year 2,Coed,NULL
8189,Kyogle High School,199,Summerland Way,6837,5,2,Secondary School,-28.625772,153.001529,Comprehensive,Year 7 to Year 12,Coed,938
2349,Kyogle Public School,186,Summerland Way,6837,5,2,Primary School,-28.625165,153.003916,Comprehensive,Kinder to Year 6,Coed,929
2373,La Perouse Public School,1002,Bunnerong Road,10087,5,2,Primary School,-33.978352,151.235423,Comprehensive,Kinder to Year 6,Coed,780
2353,Ladysmith Public School,5,Tywong Street,6855,5,2,Primary School,-35.208549,147.510963,Comprehensive,Kinder to Year 6,Coed,973
2354,Laggan Public School,NULL,Woodhouselee Road,6861,5,2,Primary School,-34.406246,149.527721,Comprehensive,Kinder to Year 6,Coed,987
2356,Laguna Public School,3738,Great North Road,6865,5,2,Primary School,-32.992121,151.130526,Comprehensive,Kinder to Year 6,Coed,1041
4230,Laguna Street Public School,204-206,Caringbah Road,NULL,5,2,Primary School,-34.046340,151.112850,Comprehensive,Kinder to Year 6,Coed,1083
2357,Lake Albert Public School,100,Main Street,6875,5,2,Primary School,-35.173563,147.379240,Comprehensive,Kinder to Year 6,Coed,1005
2359,Lake Cargelligo Central School,90,Canada Street,6890,5,2,Central/Community School,-33.294836,146.373966,Comprehensive,Kinder to Year 12,Coed,848
4654,Lake Cathie Public School,1240,Ocean Drive,1337,5,2,Primary School,-31.570257,152.826093,Comprehensive,Kinder to Year 6,Coed,1036
4011,Lake Heights Public School,308,Northcliffe Drive,6910,5,2,Primary School,-34.489668,150.868047,Comprehensive,Kinder to Year 6,Coed,912
8474,Lake Illawarra High School,16,Moras Place,6914,5,2,Secondary School,-34.541828,150.850426,Comprehensive,Year 7 to Year 12,Coed,897
3867,Lake Illawarra South Public School,129,Reddall Parade,6914,5,2,Primary School,-34.539523,150.859302,Comprehensive,Kinder to Year 6,Coed,964
8210,Lake Macquarie High School,16,Marmong Street,1403,5,2,Secondary School,-32.975553,151.613863,Comprehensive,Year 7 to Year 12,Coed,895
8279,Lake Munmorah High School,670,Pacific Highway,6931,5,2,Secondary School,-33.189743,151.573699,Comprehensive,Year 7 to Year 12,Coed,947
2362,Lake Munmorah Public School,NULL,NULL,6931,5,2,Primary School,-33.188200,151.575559,Comprehensive,Kinder to Year 6,Coed,962
2363,Lake Wyangan Public School,1825,Boorga Road,6950,5,2,Primary School,-34.248183,146.034238,Comprehensive,Kinder to Year 6,Coed,975
4266,Lakelands Public School,61,Lakelands Drive,3475,5,2,Primary School,-34.505002,150.795602,Comprehensive,Kinder to Year 6,Coed,960
2360,Lakemba Public School,7,Samuel Street,13544,5,2,Primary School,-33.923615,151.070046,Comprehensive,Kinder to Year 6,Coed,998
5686,Lakeside School,10,The Crescent,4729,5,2,Schools for Specific Purposes,-32.983678,151.692016,Comprehensive,Medium / High Support needs,Coed,NULL
4191,Lalor Park Public School,72,Heffron Road,6965,5,2,Primary School,-33.760504,150.931250,Comprehensive,Kinder to Year 6,Coed,927
8482,Lambton High School,NULL,NULL,9230,5,2,Secondary School,-32.917918,151.722034,Comprehensive,Year 7 to Year 12,Coed,1037
2366,Lambton Public School,25,Croudace Street,6971,5,2,Primary School,-32.911705,151.704134,Comprehensive,Kinder to Year 6,Coed,1024
2368,Lane Cove Public School,145-153,Longueville Road,6986,5,2,Primary School,-33.816514,151.169134,Comprehensive,Kinder to Year 6,Coed,1167
3908,Lane Cove West Public School,10,Avalon Avenue,6988,5,2,Primary School,-33.809886,151.152003,Comprehensive,Kinder to Year 6,Coed,1169
2370,Lansdowne Public School,19,Cundle Road,7012,5,2,Primary School,-31.783944,152.532056,Comprehensive,Kinder to Year 6,Coed,887
4391,Lansvale East Public School,32,Riverside Road,7016,5,2,Primary School,-33.897993,150.964109,Comprehensive,Kinder to Year 6,Coed,909
5220,Lansvale Public School,NULL,NULL,2240,5,2,Primary School,-33.890977,150.953555,Comprehensive,Kinder to Year 6,Coed,948
4424,Lapstone Public School,3,Achievement Avenue,7018,5,2,Primary School,-33.772117,150.631327,Comprehensive,Kinder to Year 6,Coed,1126
2374,Largs Public School,5,Hunter Street,7024,5,2,Primary School,-32.700491,151.605640,Comprehensive,Kinder to Year 6,Coed,974
2375,Larnook Public School,1282,Cawongla Road,7028,5,2,Primary School,-28.648612,153.114765,Comprehensive,Kinder to Year 6,Coed,916
2377,Laurieton Public School,49,Bold Street,7046,5,2,Primary School,-31.651768,152.797491,Comprehensive,Kinder to Year 6,Coed,965
4168,Lavington East Public School,518,Daly Street,7056,5,2,Primary School,-36.039323,146.948942,Comprehensive,Kinder to Year 6,Coed,943
2378,Lavington Public School,497,Hague Street,7056,5,2,Primary School,-36.037411,146.928265,Comprehensive,Kinder to Year 6,Coed,948
5632,Lawrence Hargrave School,19,Lawrence Hargrave Road,13160,5,2,Schools for Specific Purposes,-33.908215,150.935355,Comprehensive,Medium / High Support needs,Coed,NULL
2379,Lawrence Public School,20,Cook Street,7065,5,2,Primary School,-29.491625,153.100368,Comprehensive,Kinder to Year 6,Coed,945
2381,Lawson Public School,NULL,NULL,7066,5,2,Primary School,-33.721217,150.428243,Comprehensive,Kinder to Year 6,Coed,1025
