SchoolCode,SchoolName,StreetNumber,StreetName,Suburb,District,StateName,PostCode,CountryName,LevelOfSchooling,SchoolSubType,LocationLatitude,LocationLongitude,SchoolGender,SchoolSpecialityType
8511,Northern Beaches Secondary College Cromer Campus,120,South Creek Road,Cromer,,New South Wales,2099,Australia,Secondary School,Year 7 to Year 12,-33.737765,151.284453,Coed,Comprehensive
8512,Narrabeen Sports High School,10,Namona Street,North Narrabeen,,New South Wales,2101,Australia,Secondary School,Year 7 to Year 12,-33.700941,151.298401,Coed,Sports
8513,Brisbane Water Secondary College Umina Campus,NULL,NULL,Umina Beach,,New South Wales,2257,Australia,Secondary School,Year 7 to Year 10,-33.507421,151.308139,Coed,Junior College
8514,Plumpton High School,141,Hyatts Road,Plumpton,,New South Wales,2761,Australia,Secondary School,Year 7 to Year 12,-33.748126,150.835498,Coed,Comprehensive
8515,Gorokan High School,3,Forrow Drive,Lake Haven,,New South Wales,2263,Australia,Secondary School,Year 7 to Year 12,-33.242182,151.508233,Coed,Comprehensive
8516,Cambridge Park High School,7,Campton Avenue,Cambridge Park,,New South Wales,2747,Australia,Secondary School,Year 7 to Year 12,-33.752164,150.732892,Coed,Comprehensive
8517,"Denison College of Secondary Education, Kelso High Campus",88,Boyd Street,Kelso,,New South Wales,2795,Australia,Secondary School,Year 7 to Year 12,-33.410541,149.614440,Coed,Comprehensive
8518,Canowindra High School,110B,Rodd Street,Canowindra,,New South Wales,2804,Australia,Secondary School,Year 7 to Year 12,-33.558920,148.670951,Coed,Comprehensive
8519,Warialda High School,13,Apollo Avenue,Warialda,,New South Wales,2402,Australia,Secondary School,Year 7 to Year 12,-29.547875,150.574806,Coed,Comprehensive
8520,"The Rivers Secondary College, Kadina High Campus",2-22,Kadina Street,Goonellabah,,New South Wales,2480,Australia,Secondary School,Year 7 to Year 12,-28.817880,153.338640,Coed,Comprehensive
8521,Elderslie High School,NULL,NULL,Elderslie,,New South Wales,2570,Australia,Secondary School,Year 7 to Year 12,-34.052603,150.715295,Coed,Comprehensive
8522,Blaxland High School,NULL,NULL,Blaxland,,New South Wales,2774,Australia,Secondary School,Year 7 to Year 12,-33.754247,150.608590,Coed,Comprehensive
8524,Karabar High School,84,Donald Road,Karabar,,New South Wales,2620,Australia,Secondary School,Year 7 to Year 12,-35.365337,149.224822,Coed,Comprehensive
8525,Peel High School,7,Mack Street,West Tamworth,,New South Wales,2340,Australia,Secondary School,Year 7 to Year 12,-31.099764,150.892990,Coed,Comprehensive
8526,Colo High School,218,Bells Line of Road,North Richmond,,New South Wales,2754,Australia,Secondary School,Year 7 to Year 12,-33.569359,150.708204,Coed,Comprehensive
8527,Toormina High School,2,Alleena Drive,Toormina,,New South Wales,2452,Australia,Secondary School,Year 7 to Year 12,-30.351016,153.084399,Coed,Comprehensive
8528,Chifley College Bidwill Campus,19-65,Bunya Road,Bidwill,,New South Wales,2770,Australia,Secondary School,Year 7 to Year 12,-33.733854,150.827271,Coed,Comprehensive
8530,Newtown High School of Performing Arts,398,King Street,Newtown,,New South Wales,2042,Australia,Secondary School,Year 7 to Year 12,-33.899534,151.178338,Coed,Performing Arts
8531,St Johns Park High School,NULL,NULL,Greenfield Park,,New South Wales,2176,Australia,Secondary School,Year 7 to Year 12,-33.873073,150.892002,Coed,Comprehensive
8532,Leumeah High School,NULL,NULL,Leumeah,,New South Wales,2560,Australia,Secondary School,Year 7 to Year 12,-34.054339,150.847370,Coed,Comprehensive
8533,Terrigal High School,3,Tilanbi Close,Terrigal,,New South Wales,2260,Australia,Secondary School,Year 7 to Year 12,-33.442167,151.429342,Coed,Comprehensive
8534,Great Lakes College Forster Campus,12,Adina Close,Forster,,New South Wales,2428,Australia,Secondary School,Year 7 to Year 10,-32.215652,152.527880,Coed,Junior College
8535,Concord High School,NULL,NULL,Concord,,New South Wales,2137,Australia,Secondary School,Year 7 to Year 12,-33.864062,151.109271,Coed,Comprehensive
8536,Narooma High School,7181,Princes Highway,Narooma,,New South Wales,2546,Australia,Secondary School,Year 7 to Year 12,-36.235506,150.128648,Coed,Comprehensive
8539,Sydney Secondary College Blackwattle Bay Campus,1,Taylor Street,Glebe,,New South Wales,2037,Australia,Secondary School,Year 11 to Year 12,-33.875142,151.188357,Coed,Senior College
8540,Marrickville High School,46,Petersham Road,Marrickville,,New South Wales,2204,Australia,Secondary School,Year 7 to Year 12,-33.905781,151.155995,Coed,Comprehensive
8541,Keira High School,25,Helen Street,North Wollongong,,New South Wales,2500,Australia,Secondary School,Year 7 to Year 12,-34.405282,150.886510,Coed,Technology
8542,Smiths Hill High School,NULL,NULL,Wollongong,,New South Wales,2500,Australia,Secondary School,Year 7 to Year 12,-34.418889,150.895610,Coed,Comprehensive
8543,Dubbo College Delroy Campus,15,Alcheringa Street,Dubbo,,New South Wales,2830,Australia,Secondary School,Year 7 to Year 10,-32.251619,148.582683,Coed,Junior College
8544,Lisarow High School,8,The Rise,Lisarow,,New South Wales,2250,Australia,Secondary School,Year 7 to Year 12,-33.385327,151.370354,Coed,Comprehensive
8545,South Sydney High School,19,O'Sullivan Avenue,Maroubra,,New South Wales,2035,Australia,Secondary School,Year 7 to Year 12,-33.944154,151.234397,Coed,Comprehensive
8546,Gulgong High School,39,Belmore Street,Gulgong,,New South Wales,2852,Australia,Secondary School,Year 7 to Year 12,-32.360172,149.540002,Coed,Comprehensive
8547,Northlakes High School,NULL,NULL,San Remo,,New South Wales,2262,Australia,Secondary School,Year 7 to Year 12,-33.216762,151.513395,Coed,Comprehensive
8548,Woolgoolga High School,20,Young Street,Safety Beach,,New South Wales,2456,Australia,Secondary School,Year 7 to Year 12,-30.100448,153.190225,Coed,Comprehensive
8550,Fairfield High School,405,The Horsley Drive,Fairfield,,New South Wales,2165,Australia,Secondary School,Year 7 to Year 12,-33.865214,150.958647,Coed,Comprehensive
8551,Sarah Redfern High School,20,Pembroke Road,Minto,,New South Wales,2566,Australia,Secondary School,Year 7 to Year 12,-34.026782,150.850880,Coed,Comprehensive
8552,Crestwood High School,NULL,NULL,Baulkham Hills,,New South Wales,2153,Australia,Secondary School,Year 7 to Year 12,-33.743607,150.975672,Coed,Comprehensive
8553,Macquarie Fields High School,NULL,NULL,Macquarie Fields,,New South Wales,2564,Australia,Secondary School,Year 7 to Year 12,-33.996784,150.884901,Coed,Comprehensive
8554,"Hastings Secondary College, Westport Campus",NULL,NULL,Port Macquarie,,New South Wales,2444,Australia,Secondary School,Year 7 to Year 12,-31.435345,152.895386,Coed,Comprehensive
8555,Rose Bay Secondary College,84,Nancy Street,North Bondi,,New South Wales,2026,Australia,Secondary School,Year 7 to Year 12,-33.878347,151.276121,Coed,Comprehensive
8556,Alexandria Park Community School,9-13,Park Road,Alexandria,,New South Wales,2015,Australia,Central/Community School,Kinder to Year 12,-33.900941,151.195844,Coed,Comprehensive
8559,Jamison High School,222,Evan Street,South Penrith,,New South Wales,2750,Australia,Secondary School,Year 7 to Year 12,-33.775335,150.698118,Coed,Comprehensive
8560,Prairiewood High School,203-215,Restwell Road,Prairiewood,,New South Wales,2176,Australia,Secondary School,Year 7 to Year 12,-33.859480,150.901709,Coed,Language
8561,Shoalhaven High School,60,Park Road,Nowra,,New South Wales,2541,Australia,Secondary School,Year 7 to Year 12,-34.897296,150.610096,Coed,Comprehensive
8562,Irrawang High School,80,Mount Hall Road,Raymond Terrace,,New South Wales,2324,Australia,Secondary School,Year 7 to Year 12,-32.761513,151.766861,Coed,Comprehensive
8563,Tuggerah Lakes Secondary College Berkeley Vale Campus,6,Bermagui Place,Glenning Valley,,New South Wales,2261,Australia,Secondary School,Year 7 to Year 10,-33.341698,151.424751,Coed,Junior College
8564,Holsworthy High School,NULL,NULL,Holsworthy,,New South Wales,2173,Australia,Secondary School,Year 7 to Year 12,-33.955528,150.952320,Coed,Comprehensive
8565,Hawkesbury High School,401,Kurmond Road,Freemans Reach,,New South Wales,2756,Australia,Secondary School,Year 7 to Year 12,-33.559541,150.798039,Coed,Comprehensive
8566,Melville High School,50,Nicholson Street,South Kempsey,,New South Wales,2440,Australia,Secondary School,Year 7 to Year 12,-31.090020,152.825104,Coed,Comprehensive
8567,Northern Beaches Secondary College Manly Campus,10,Calder Street,North Curl Curl,,New South Wales,2099,Australia,Secondary School,Year 7 to Year 12,-33.762388,151.281355,Coed,Comprehensive
8568,Northern Beaches Secondary College Freshwater Senior Campus,153,Harbord Road,Freshwater,,New South Wales,2096,Australia,Secondary School,Year 11 to Year 12,-33.767510,151.279975,Coed,Senior College
8569,Eagle Vale High School,17,Harcourt Place,Eagle Vale,,New South Wales,2558,Australia,Secondary School,Year 7 to Year 12,-34.039942,150.803543,Coed,Comprehensive
8570,Ambarvale High School,36,Holman Place,Saint Helens Park,,New South Wales,2560,Australia,Secondary School,Year 7 to Year 12,-34.099984,150.801938,Coed,Comprehensive
8571,St Clair High School,NULL,NULL,Saint Clair,,New South Wales,2759,Australia,Secondary School,Year 7 to Year 12,-33.794217,150.786794,Coed,Comprehensive
8572,Rutherford High School,30,Avery Street,Rutherford,,New South Wales,2320,Australia,Secondary School,Year 7 to Year 12,-32.711235,151.531424,Coed,Technology
8573,Winmalee High School,67,Shakespeare Drive,Winmalee,,New South Wales,2777,Australia,Secondary School,Year 7 to Year 12,-33.676047,150.615138,Coed,Comprehensive
8574,Mount View High School,106,Mount View Road,Cessnock,,New South Wales,2325,Australia,Secondary School,Year 7 to Year 12,-32.827955,151.333246,Coed,Comprehensive
8575,Robert Townson High School,NULL,NULL,Raby,,New South Wales,2566,Australia,Secondary School,Year 7 to Year 12,-34.015330,150.817995,Coed,Comprehensive
8577,Byron Bay High School,NULL,High School Trail,Byron Bay,,New South Wales,2481,Australia,Secondary School,Year 7 to Year 12,-28.667572,153.616057,Coed,Comprehensive
8578,Alstonville High School,14,Cawley Close,Alstonville,,New South Wales,2477,Australia,Secondary School,Year 7 to Year 12,-28.838812,153.433756,Coed,Comprehensive
8579,Kingscliff High School,806,Cudgen Road,Kingscliff,,New South Wales,2487,Australia,Secondary School,Year 7 to Year 12,-28.266568,153.570474,Coed,Comprehensive
8580,Cranebrook High School,NULL,NULL,Cranebrook,,New South Wales,2749,Australia,Secondary School,Year 7 to Year 12,-33.721662,150.709812,Coed,Comprehensive
8581,Batemans Bay High School,2,George Bass Drive,Batehaven,,New South Wales,2536,Australia,Secondary School,Year 7 to Year 12,-35.729246,150.194447,Coed,Comprehensive
8582,Bossley Park High School,36,Prairie Vale Road,Bossley Park,,New South Wales,2176,Australia,Secondary School,Year 7 to Year 12,-33.870958,150.875379,Coed,Comprehensive
8583,Menai High School,42,Gerald Road,Illawong,,New South Wales,2234,Australia,Secondary School,Year 7 to Year 12,-34.002904,151.023851,Coed,Comprehensive
8584,Elizabeth Macarthur High School,38,Waterworth Drive,Narellan Vale,,New South Wales,2567,Australia,Secondary School,Year 7 to Year 12,-34.057072,150.740091,Coed,Comprehensive
8585,Kincumber High School,NULL,NULL,Kincumber,,New South Wales,2251,Australia,Secondary School,Year 7 to Year 12,-33.464894,151.382516,Coed,Comprehensive
8586,Albion Park High School,27,Scarborough Circuit,Albion Park,,New South Wales,2527,Australia,Secondary School,Year 7 to Year 12,-34.576702,150.773359,Coed,Comprehensive
8587,Sydney Distance Education High School,124,Dowling Street,Woolloomooloo,,New South Wales,2011,Australia,Secondary School,Year 7 to Year 12,-33.871053,151.220980,Coed,Comprehensive
8588,NSW School of Languages,NULL,NULL,Randwick,,New South Wales,2031,Australia,Secondary School,Year 7 to Year 12,-33.910096,151.243478,Coed,Language
8589,Thomas Reddall High School,6,Wickfield Circuit,Ambarvale,,New South Wales,2560,Australia,Secondary School,Year 7 to Year 12,-34.082029,150.801488,Coed,Comprehensive
8590,Erskine Park High School,NULL,NULL,Erskine Park,,New South Wales,2759,Australia,Secondary School,Year 7 to Year 12,-33.807899,150.802962,Coed,Comprehensive
8591,Narara Valley High School,NULL,NULL,Narara,,New South Wales,2250,Australia,Secondary School,Year 7 to Year 12,-33.398422,151.334064,Coed,Comprehensive
8592,Cherrybrook Technology High School,44,Purchase Road,Cherrybrook,,New South Wales,2126,Australia,Secondary School,Year 7 to Year 12,-33.719852,151.037583,Coed,Technology
8593,Vincentia High School,142,The Wool Road,Vincentia,,New South Wales,2540,Australia,Secondary School,Year 7 to Year 12,-35.077698,150.662803,Coed,Comprehensive
8594,Quakers Hill High School,33,Bonaccordo Road,Quakers Hill,,New South Wales,2763,Australia,Secondary School,Year 7 to Year 10,-33.729813,150.896450,Coed,Junior College
8595,Nambucca Heads High School,NULL,NULL,Nambucca Heads,,New South Wales,2448,Australia,Secondary School,Year 7 to Year 12,-30.640826,152.984614,Coed,Comprehensive
8596,Wollumbin High School,94,North Arm Road,Murwillumbah,,New South Wales,2484,Australia,Secondary School,Year 7 to Year 12,-28.333658,153.362515,Coed,Comprehensive
8598,Oberon High School,39,Dart Street,Oberon,,New South Wales,2787,Australia,Secondary School,Year 7 to Year 12,-33.701691,149.861132,Coed,Comprehensive
8599,Bradfield College,4,Westbourne Street,St Leonards,,New South Wales,2065,Australia,Secondary School,Year 11 to Year 12,-33.820468,151.188457,Coed,Senior College
8600,Saturday School of Community Languages,1,Oxford Street,Surry Hills,,New South Wales,2010,Australia,Other School,Year 7 to Year 12,-33.877323,151.212206,Coed,Comprehensive
8804,Belmore Boys High School,193,Burwood Road,Belmore,,New South Wales,2192,Australia,Secondary School,Year 7 to Year 12,-33.910796,151.085575,Boys,Comprehensive
8806,Canterbury Girls High School,11,Church Street,Canterbury,,New South Wales,2193,Australia,Secondary School,Year 7 to Year 12,-33.907264,151.122631,Girls,Comprehensive
8811,Granville Boys High School,6,Maud Street,Granville,,New South Wales,2142,Australia,Secondary School,Year 7 to Year 12,-33.834618,151.008817,Boys,Comprehensive
8813,Georges River College Hurstville Boys Campus,26,Orange Street,Hurstville,,New South Wales,2220,Australia,Secondary School,Year 7 to Year 10,-33.962826,151.109808,Boys,Junior College
8819,Hunter School of Performing Arts,109,Lambton Road,Broadmeadow,,New South Wales,2292,Australia,Central/Community School,Kinder to Year 12,-32.924826,151.727614,Coed,Performing Arts
8822,Macarthur Girls High School,1-19,Macarthur Street,Parramatta,,New South Wales,2150,Australia,Secondary School,Year 7 to Year 12,-33.813086,151.012499,Girls,Comprehensive
8831,Northern Beaches Secondary College Mackellar Girls Campus,11,Campbell Parade,Manly Vale,,New South Wales,2093,Australia,Secondary School,Year 7 to Year 12,-33.782109,151.272401,Girls,Comprehensive
8832,Ashfield Boys High School,113,Liverpool Road,Ashfield,,New South Wales,2131,Australia,Secondary School,Year 7 to Year 12,-33.889547,151.129219,Boys,Comprehensive
8833,Dulwich High School of Visual Arts and Design,1,Fairfowl Street,Dulwich Hill,,New South Wales,2203,Australia,Secondary School,Year 7 to Year 12,-33.904038,151.144871,Coed,Visual Arts
8851,Northern Beaches Secondary College Balgowlah Boys Campus,27,Maretimo Street,Balgowlah,,New South Wales,2093,Australia,Secondary School,Year 7 to Year 12,-33.796405,151.254607,Boys,Comprehensive
8852,The Jannali High School,NULL,NULL,Jannali,,New South Wales,2226,Australia,Secondary School,Year 7 to Year 12,-34.021612,151.061927,Coed,Comprehensive
8854,Birrong Girls High School,14,Cooper Road,Birrong,,New South Wales,2143,Australia,Secondary School,Year 7 to Year 12,-33.889480,151.025708,Girls,Comprehensive
8857,Georges River College Penshurst Girls Campus,2-4,Saint Georges Road,Penshurst,,New South Wales,2222,Australia,Secondary School,Year 7 to Year 10,-33.964071,151.086010,Girls,Junior College
8870,St Marys Senior High School,6-48,Kalang Avenue,Saint Marys,,New South Wales,2760,Australia,Secondary School,Year 11 to Year 12,-33.763119,150.770024,Coed,Senior College
8878,Bulli High School,19,Alroy Street,Bulli,,New South Wales,2516,Australia,Secondary School,Year 7 to Year 12,-34.337247,150.921143,Coed,Comprehensive
8880,Callaghan College Jesmond Campus,70,Janet Street,North Lambton,,New South Wales,2299,Australia,Secondary School,Year 11 to Year 12,-32.900971,151.696335,Coed,Senior College
8882,James Cook Boys High School,NULL,NULL,Kogarah,,New South Wales,2217,Australia,Secondary School,Year 7 to Year 12,-33.966480,151.137090,Boys,Technology
8884,Epping Boys High School,213,Vimiera Road,Marsfield,,New South Wales,2122,Australia,Secondary School,Year 7 to Year 12,-33.769453,151.099645,Boys,Comprehensive
