SchoolId,SchoolCode,SchoolName,StreetNumber,StreetName,Suburb,District,PostCode,State,Country,LevelOfSchooling,Latitude,Longitude,SchoolSpecialtyType,SchoolSubType,SchoolGender
1405,8505,Murray High School,568,Iluka Crescent,Lavington,,2641,New South Wales,Australia,Secondary School,-36.035173,146.946383,Comprehensive,Year 7 to Year 12,Coed
1406,2681,Murringo Public School,91,Murringo Gap Road,Murringo,,2586,New South Wales,Australia,Primary School,-34.297202,148.515471,Comprehensive,Kinder to Year 6,Coed
1407,8328,Murrumburrah High School,42,Smith Street,Harden,,2587,New South Wales,Australia,Secondary School,-34.559162,148.369808,Comprehensive,Year 7 to Year 12,Coed
1408,2685,Murrumburrah Public School,191-217,Albury Street,Harden,,2587,New South Wales,Australia,Primary School,-34.550826,148.359862,Comprehensive,Kinder to Year 6,Coed
1409,2686,Murrurundi Public School,135,Mayne Street,Murrurundi,,2338,New South Wales,Australia,Primary School,-31.762783,150.832187,Comprehensive,Kinder to Year 6,Coed
1410,4101,Murwillumbah East Public School,NULL,NULL,Murwillumbah,,2484,New South Wales,Australia,Primary School,-28.320856,153.405267,Comprehensive,Kinder to Year 6,Coed
1411,8129,Murwillumbah High School,NULL,NULL,Murwillumbah,,2484,New South Wales,Australia,Secondary School,-28.336032,153.391648,Comprehensive,Year 7 to Year 12,Coed
1412,2687,Murwillumbah Public School,7,Eyles Avenue,Murwillumbah,,2484,New South Wales,Australia,Primary School,-28.329886,153.391139,Comprehensive,Kinder to Year 6,Coed
1413,8164,Muswellbrook High School,18,Clendinning Street,Muswellbrook,,2333,New South Wales,Australia,Secondary School,-32.268737,150.897592,Comprehensive,Year 7 to Year 12,Coed
1414,2688,Muswellbrook Public School,21,Roger Street,Muswellbrook,,2333,New South Wales,Australia,Primary School,-32.258430,150.896369,Comprehensive,Kinder to Year 6,Coed
1415,3876,Muswellbrook South Public School,59,Maitland Street,Muswellbrook,,2333,New South Wales,Australia,Primary School,-32.274182,150.891943,Comprehensive,Kinder to Year 6,Coed
1416,2695,Nabiac Public School,2,Hoskins Street,Nabiac,,2312,New South Wales,Australia,Primary School,-32.097544,152.381902,Comprehensive,Kinder to Year 6,Coed
1417,8595,Nambucca Heads High School,NULL,NULL,Nambucca Heads,,2448,New South Wales,Australia,Secondary School,-30.640826,152.984614,Comprehensive,Year 7 to Year 12,Coed
1418,2696,Nambucca Heads Public School,54,Ridge Street,Nambucca Heads,,2448,New South Wales,Australia,Primary School,-30.641695,153.006338,Comprehensive,Kinder to Year 6,Coed
1419,2698,Nana Glen Public School,NULL,NULL,Nana Glen,,2450,New South Wales,Australia,Primary School,-30.135619,153.006206,Comprehensive,Kinder to Year 6,Coed
1420,2699,Nangus Public School,11,Tenandra Street,Nangus,,2722,New South Wales,Australia,Primary School,-35.053902,147.909106,Comprehensive,Kinder to Year 6,Coed
1421,2701,Naradhan Public School,NULL,Quandong Street,Naradhan,,2669,New South Wales,Australia,Primary School,-33.615639,146.327405,Comprehensive,Kinder to Year 6,Coed
1422,2703,Narara Public School,72,Newling Street,Lisarow,,2250,New South Wales,Australia,Primary School,-33.387915,151.362616,Comprehensive,Kinder to Year 6,Coed
1423,8591,Narara Valley High School,NULL,NULL,Narara,,2250,New South Wales,Australia,Secondary School,-33.398422,151.334064,Comprehensive,Year 7 to Year 12,Coed
1424,4500,Nareena Hills Public School,69,Jacaranda Avenue,Figtree,,2525,New South Wales,Australia,Primary School,-34.425765,150.847870,Comprehensive,Kinder to Year 6,Coed
1425,2704,Narellan Public School,10,Camden Valley Way,Narellan,,2567,New South Wales,Australia,Primary School,-34.042764,150.733769,Comprehensive,Kinder to Year 6,Coed
1426,4621,Narellan Vale Public School,46,Waterworth Drive,Narellan Vale,,2567,New South Wales,Australia,Primary School,-34.056129,150.744718,Comprehensive,Kinder to Year 6,Coed
1427,5578,Naremburn School,250,Willoughby Road,Naremburn,,2065,New South Wales,Australia,Schools for Specific Purposes,-33.819372,151.200343,Comprehensive,Behaviour Disorder,Coed
1428,8536,Narooma High School,7181,Princes Highway,Narooma,,2546,New South Wales,Australia,Secondary School,-36.235506,150.128648,Comprehensive,Year 7 to Year 12,Coed
1429,2758,Narooma Public School,11,Montague Street,Narooma,,2546,New South Wales,Australia,Primary School,-36.218595,150.137335,Comprehensive,Kinder to Year 6,Coed
1430,2706,Narrabeen Lakes Public School,1301,Pittwater Road,Narrabeen,,2101,New South Wales,Australia,Primary School,-33.720323,151.297413,Comprehensive,Kinder to Year 6,Coed
1431,3906,Narrabeen North Public School,8,Oak Street,North Narrabeen,,2101,New South Wales,Australia,Primary School,-33.699095,151.298134,Comprehensive,Kinder to Year 6,Coed
1432,8512,Narrabeen Sports High School,10,Namona Street,North Narrabeen,,2101,New South Wales,Australia,Secondary School,-33.700941,151.298401,Sports,Year 7 to Year 12,Coed
1433,8170,Narrabri High School,2,Gibbons Street,Narrabri,,2390,New South Wales,Australia,Secondary School,-30.335548,149.782670,Comprehensive,Year 7 to Year 12,Coed
1434,2708,Narrabri Public School,56,Balonne Street,Narrabri,,2390,New South Wales,Australia,Primary School,-30.324942,149.785252,Comprehensive,Kinder to Year 6,Coed
1435,2709,Narrabri West Public School,2,Cooma Road,Narrabri,,2390,New South Wales,Australia,Primary School,-30.344469,149.763906,Comprehensive,Kinder to Year 6,Coed
1436,4214,Narrandera East Infants School,6,Gordon Street,Narrandera,,2700,New South Wales,Australia,Infants School,-34.750279,146.565792,Comprehensive,Kinder to Year 2,Coed
1437,8157,Narrandera High School,1,Dundas Street,Narrandera,,2700,New South Wales,Australia,Secondary School,-34.744210,146.567177,Comprehensive,Year 7 to Year 12,Coed
1438,2710,Narrandera Public School,85,Bolton Street,Narrandera,,2700,New South Wales,Australia,Primary School,-34.744466,146.547854,Comprehensive,Kinder to Year 6,Coed
1439,4404,Narranga Public School,42,Gundagai Street,Coffs Harbour,,2450,New South Wales,Australia,Primary School,-30.292216,153.104720,Comprehensive,Kinder to Year 6,Coed
1440,3827,Narraweena Public School,78,McIntosh Road,Narraweena,,2099,New South Wales,Australia,Primary School,-33.749200,151.273639,Comprehensive,Kinder to Year 6,Coed
1441,8462,Narromine High School,8,Meringo Street,Narromine,,2821,New South Wales,Australia,Secondary School,-32.229655,148.242585,Comprehensive,Year 7 to Year 12,Coed
1442,2713,Narromine Public School,9,Meryula Street,Narromine,,2821,New South Wales,Australia,Primary School,-32.229903,148.244421,Comprehensive,Kinder to Year 6,Coed
1443,3875,Narwee Public School,61-65,Broadarrow Road,Narwee,,2209,New South Wales,Australia,Primary School,-33.948186,151.068650,Comprehensive,Kinder to Year 6,Coed
1444,2714,Nashdale Public School,7,Nashdale Lane,Nashdale,,2800,New South Wales,Australia,Primary School,-33.293794,149.013466,Comprehensive,Kinder to Year 6,Coed
1445,2725,Nemingha Public School,145,Nundle Road,Nemingha,,2340,New South Wales,Australia,Primary School,-31.126524,151.004156,Comprehensive,Kinder to Year 6,Coed
1446,8383,Nepean Creative and Performing Arts High School,119,Great Western Highway,Emu Plains,,2750,New South Wales,Australia,Secondary School,-33.747745,150.668882,Performing Arts,Year 7 to Year 12,Coed
1447,2730,Neutral Bay Public School,175,Ben Boyd Road,Neutral Bay,,2089,New South Wales,Australia,Primary School,-33.832610,151.219605,Comprehensive,Kinder to Year 6,Coed
1448,2732,Neville Public School,12,Crouch Street,Neville,,2799,New South Wales,Australia,Primary School,-33.708658,149.216784,Comprehensive,Kinder to Year 6,Coed
1449,5247,New Lambton Heights Infants School,178,Lookout Road,New Lambton Heights,,2305,New South Wales,Australia,Infants School,-32.934855,151.688027,Comprehensive,Kinder to Year 2,Coed
1450,2738,New Lambton Public School,NULL,NULL,New Lambton,,2305,New South Wales,Australia,Primary School,-32.922604,151.712784,Comprehensive,Kinder to Year 6,Coed
1451,3798,New Lambton South Public School,42,Saint James Road,New Lambton,,2305,New South Wales,Australia,Primary School,-32.931487,151.717578,Comprehensive,Kinder to Year 6,Coed
1452,4499,Newbridge Heights Public School,NULL,Lewin Crescent,Chipping Norton,,2170,New South Wales,Australia,Primary School,-33.926068,150.952069,Comprehensive,Kinder to Year 6,Coed
1453,2736,Newcastle East Public School,48,Brown Street,The Hill,,2300,New South Wales,Australia,Primary School,-32.930285,151.776915,Comprehensive,Kinder to Year 6,Coed
1454,8509,Newcastle High School,NULL,NULL,Newcastle West,,2302,New South Wales,Australia,Secondary School,-32.931677,151.758378,Comprehensive,Year 7 to Year 12,Coed
1455,5704,Newcastle Junior School,64,Hillsborough Road,Hillsborough,,2290,New South Wales,Australia,Schools for Specific Purposes,-32.958850,151.680211,Comprehensive,Medium / High Support needs,Coed
1456,5701,Newcastle Middle School,145,Christo Road,Waratah,,2298,New South Wales,Australia,Schools for Specific Purposes,-32.909430,151.720351,Comprehensive,Medium / High Support needs,Coed
1457,5511,Newcastle Senior School,66,Harriet Street,Waratah,,2298,New South Wales,Australia,Schools for Specific Purposes,-32.909171,151.723388,Comprehensive,Medium / High Support needs,Coed
1458,4627,Newington Public School,7,O'Neill Avenue,Newington,,2127,New South Wales,Australia,Primary School,-33.841151,151.055228,Comprehensive,Kinder to Year 6,Coed
1459,4478,Newling Public School,80,Chapel Street,Armidale,,2350,New South Wales,Australia,Primary School,-30.522917,151.677158,Comprehensive,Kinder to Year 6,Coed
1460,2740,Newport Public School,NULL,NULL,Newport,,2106,New South Wales,Australia,Primary School,-33.660561,151.312237,Comprehensive,Kinder to Year 6,Coed
1461,2741,Newrybar Public School,10,Broken Head Road,Newrybar,,2479,New South Wales,Australia,Primary School,-28.717114,153.533055,Comprehensive,Kinder to Year 6,Coed
1462,8530,Newtown High School of Performing Arts,398,King Street,Newtown,,2042,New South Wales,Australia,Secondary School,-33.899534,151.178338,Performing Arts,Year 7 to Year 12,Coed
1463,2744,Newtown North Public School,50,Carillon Avenue,Newtown,,2042,New South Wales,Australia,Primary School,-33.891821,151.185392,Comprehensive,Kinder to Year 6,Coed
1464,7431,Newtown Public School,5,Gibbes Street,Newtown,,2042,New South Wales,Australia,Primary School,-33.899991,151.179405,Comprehensive,Kinder to Year 6,Coed
1465,4427,Niagara Park Public School,205,Narara Valley Drive,Niagara Park,,2250,New South Wales,Australia,Primary School,-33.384122,151.351096,Comprehensive,Kinder to Year 6,Coed
1466,2748,Niangala Public School,1,Foster Street,Niangala,,2354,New South Wales,Australia,Primary School,-31.298041,151.408619,Comprehensive,Kinder to Year 6,Coed
1467,2749,Nicholson Street Public School,25,Nicholson Street,Balmain East,,2041,New South Wales,Australia,Primary School,-33.855744,151.193188,Comprehensive,Kinder to Year 6,Coed
1468,5643,Niland School,235,Popondetta Road,Blackett,,2770,New South Wales,Australia,Schools for Specific Purposes,-33.736791,150.813357,Comprehensive,Medium / High Support needs,Coed
1469,5128,Nillo Infants School,37,Belmore Road,Lorn,,2320,New South Wales,Australia,Infants School,-32.727541,151.559611,Comprehensive,Kinder to Year 2,Coed
1470,2751,Nimbin Central School,23,Thorburn Street,Nimbin,,2480,New South Wales,Australia,Central/Community School,-28.595871,153.220891,Comprehensive,Kinder to Year 12,Coed
1471,2752,Nimmitabel Public School,19,Bentley Street,Nimmitabel,,2631,New South Wales,Australia,Primary School,-36.510937,149.289599,Comprehensive,Kinder to Year 6,Coed
1472,2759,Nords Wharf Public School,12,Omaru Close,Nords Wharf,,2281,New South Wales,Australia,Primary School,-33.135817,151.605087,Comprehensive,Kinder to Year 6,Coed
1473,8211,Normanhurst Boys High School,27,Fraser Road,Normanhurst,,2076,New South Wales,Australia,Secondary School,-33.721475,151.101466,Comprehensive,Year 7 to Year 12,Boys
1474,2760,Normanhurst Public School,96,Pennant Hills Road,Normanhurst,,2076,New South Wales,Australia,Primary School,-33.723332,151.098026,Comprehensive,Kinder to Year 6,Coed
1475,4275,Normanhurst West Public School,4-10,Dartford Road,Thornleigh,,2120,New South Wales,Australia,Primary School,-33.721061,151.088436,Comprehensive,Kinder to Year 6,Coed
1476,4643,North East Public School of Distance Education,NULL,NULL,Port Macquarie,,2444,New South Wales,Australia,Primary School,-31.429869,152.913872,Comprehensive,Kinder to Year 6,Coed
1477,5760,North Gosford Learning Centre,20,Jarrett Street,North Gosford,,2250,New South Wales,Australia,Schools for Specific Purposes,-33.416874,151.350370,Comprehensive,Behaviour Disorder,Coed
1478,4149,North Haven Public School,683,Ocean Drive,North Haven,,2443,New South Wales,Australia,Primary School,-31.633807,152.819763,Comprehensive,Kinder to Year 6,Coed
1479,4618,North Nowra Public School,43,Page Avenue,North Nowra,,2541,New South Wales,Australia,Primary School,-34.855557,150.577160,Comprehensive,Kinder to Year 6,Coed
1480,2764,North Rocks Public School,9,North Rocks Road,North Rocks,,2151,New South Wales,Australia,Primary School,-33.768425,151.025148,Comprehensive,Kinder to Year 6,Coed
1481,3022,North Ryde Public School,171,Lane Cove Road,North Ryde,,2113,New South Wales,Australia,Primary School,-33.794766,151.120042,Comprehensive,Kinder to Year 6,Coed
1482,2765,North Star Public School,30,Edward Street,North Star,,2408,New South Wales,Australia,Primary School,-28.926653,150.392891,Comprehensive,Kinder to Year 6,Coed
1483,8132,North Sydney Boys High School,127,Falcon Street,North Sydney,,2060,New South Wales,Australia,Secondary School,-33.829336,151.207734,Comprehensive,Year 7 to Year 12,Boys
1484,8133,North Sydney Girls High School,5,Emmett Street,Crows Nest,,2065,New South Wales,Australia,Secondary School,-33.830244,151.203447,Comprehensive,Year 7 to Year 12,Girls
1485,2766,North Sydney Public School,10A,Bay Road,North Sydney,,2060,New South Wales,Australia,Primary School,-33.834819,151.203685,Comprehensive,Kinder to Year 6,Coed
1486,3332,North Wagga Public School,NULL,NULL,North Wagga Wagga,,2650,New South Wales,Australia,Primary School,-35.096215,147.379513,Comprehensive,Kinder to Year 6,Coed
1487,2761,Northbridge Public School,31,Woonona Road,Northbridge,,2063,New South Wales,Australia,Primary School,-33.813034,151.218597,Comprehensive,Kinder to Year 6,Coed
1488,8851,Northern Beaches Secondary College Balgowlah Boys Campus,27,Maretimo Street,Balgowlah,,2093,New South Wales,Australia,Secondary School,-33.796405,151.254607,Comprehensive,Year 7 to Year 12,Boys
1489,8511,Northern Beaches Secondary College Cromer Campus,120,South Creek Road,Cromer,,2099,New South Wales,Australia,Secondary School,-33.737765,151.284453,Comprehensive,Year 7 to Year 12,Coed
1490,8568,Northern Beaches Secondary College Freshwater Senior Campus,153,Harbord Road,Freshwater,,2096,New South Wales,Australia,Secondary School,-33.767510,151.279975,Senior College,Year 11 to Year 12,Coed
1491,8831,Northern Beaches Secondary College Mackellar Girls Campus,11,Campbell Parade,Manly Vale,,2093,New South Wales,Australia,Secondary School,-33.782109,151.272401,Comprehensive,Year 7 to Year 12,Girls
1492,8567,Northern Beaches Secondary College Manly Campus,10,Calder Street,North Curl Curl,,2099,New South Wales,Australia,Secondary School,-33.762388,151.281355,Comprehensive,Year 7 to Year 12,Coed
1493,8547,Northlakes High School,NULL,NULL,San Remo,,2262,New South Wales,Australia,Secondary School,-33.216762,151.513395,Comprehensive,Year 7 to Year 12,Coed
1494,4588,Northlakes Public School,7,Callen Avenue,San Remo,,2262,New South Wales,Australia,Primary School,-33.214542,151.514788,Comprehensive,Kinder to Year 6,Coed
1495,8229,Northmead Creative and Performing Arts High School,27,Campbell Street,Northmead,,2152,New South Wales,Australia,Secondary School,-33.788092,150.999661,Performing Arts,Year 7 to Year 12,Coed
1496,2763,Northmead Public School,95,Kleins Road,Northmead,,2152,New South Wales,Australia,Primary School,-33.786511,150.990753,Comprehensive,Kinder to Year 6,Coed
1497,4493,Noumea Public School,29,Noumea Street,Shalvey,,2770,New South Wales,Australia,Primary School,-33.732606,150.809892,Comprehensive,Kinder to Year 6,Coed
1498,2768,Nowendoc Public School,6090,Brackendale Road,Nowendoc,,2354,New South Wales,Australia,Primary School,-31.482950,151.715360,Comprehensive,Kinder to Year 6,Coed
1499,4256,Nowra East Public School,59,Wallace Street,Nowra,,2541,New South Wales,Australia,Primary School,-34.882443,150.607732,Comprehensive,Kinder to Year 6,Coed
1500,8201,Nowra High School,NULL,NULL,Nowra,,2541,New South Wales,Australia,Secondary School,-34.872966,150.609361,Comprehensive,Year 7 to Year 12,Coed
