SchoolId,SchoolCode,SchoolName,StreetNumber,StreetName,Suburb,District,PostCode,State,Country,LevelOfSchooling,Latitude,Longitude,SchoolSpecialtyType,SchoolSubType,SchoolGender
1766,8542,Smiths Hill High School,NULL,NULL,Wollongong,,2500,New South Wales,Australia,Secondary School,-34.418889,150.895610,Comprehensive,Year 7 to Year 12,Coed
1767,3075,Smithtown Public School,30-38,Cannane Street,Smithtown,,2440,New South Wales,Australia,Primary School,-31.018188,152.941365,Comprehensive,Kinder to Year 6,Coed
1768,3077,Sofala Public School,3,Turon Terrace,Sofala,,2795,New South Wales,Australia,Primary School,-33.082242,149.695172,Comprehensive,Kinder to Year 6,Coed
1769,3696,Soldiers Point Public School,NULL,NULL,Soldiers Point,,2317,New South Wales,Australia,Primary School,-32.709978,152.065351,Comprehensive,Kinder to Year 6,Coed
1770,3078,Somersby Public School,840,Wisemans Ferry Road,Somersby,,2250,New South Wales,Australia,Primary School,-33.358368,151.291312,Comprehensive,Kinder to Year 6,Coed
1771,3079,Somerton Public School,11,Milkmaid Street,Somerton,,2340,New South Wales,Australia,Primary School,-30.938432,150.641556,Comprehensive,Kinder to Year 6,Coed
1772,3703,South Coogee Public School,NULL,NULL,South Coogee,,2034,New South Wales,Australia,Primary School,-33.933333,151.254090,Comprehensive,Kinder to Year 6,Coed
1773,8406,South Grafton High School,5,Skinner Street,South Grafton,,2460,New South Wales,Australia,Secondary School,-29.714229,152.929362,Comprehensive,Year 7 to Year 12,Coed
1774,2061,South Grafton Public School,1,Muston Pathway,South Grafton,,2460,New South Wales,Australia,Primary School,-29.709892,152.937126,Comprehensive,Kinder to Year 6,Coed
1775,8545,South Sydney High School,19,O'Sullivan Avenue,Maroubra,,2035,New South Wales,Australia,Secondary School,-33.944154,151.234397,Comprehensive,Year 7 to Year 12,Coed
1776,3333,South Wagga Public School,140,Edward Street,Wagga Wagga,,2650,New South Wales,Australia,Primary School,-35.119291,147.366810,Comprehensive,Kinder to Year 6,Coed
1777,3083,South West Rocks Public School,62,Gregory Street,South West Rocks,,2431,New South Wales,Australia,Primary School,-30.891502,153.039879,Comprehensive,Kinder to Year 6,Coed
1778,4428,Southern Cross School,30,Chickiba Drive,East Ballina,,2478,New South Wales,Australia,Central/Community School,-28.851067,153.585664,Comprehensive,Kinder to Year 12,Coed
1779,3968,Speers Point Public School,135,Main Road,Speers Point,,2284,New South Wales,Australia,Primary School,-32.958943,151.621641,Comprehensive,Kinder to Year 6,Coed
1780,4657,Spring Farm Public School,28,Springs Road,Spring Farm,,2570,New South Wales,Australia,Primary School,-34.069638,150.714957,Comprehensive,Kinder to Year 6,Coed
1781,3089,Spring Hill Public School,12,Lucknow Street,Spring Hill,,2800,New South Wales,Australia,Primary School,-33.399574,149.151294,Comprehensive,Kinder to Year 6,Coed
1782,3091,Spring Ridge Public School,NULL,NULL,Spring Ridge,,2343,New South Wales,Australia,Primary School,-31.392399,150.254649,Comprehensive,Kinder to Year 6,Coed
1783,3093,Spring Terrace Public School,574,Forest Road,Spring Terrace,,2798,New South Wales,Australia,Primary School,-33.393976,149.097369,Comprehensive,Kinder to Year 6,Coed
1784,4523,Springdale Heights Public School,18,Conargo Road,Springdale Heights,,2641,New South Wales,Australia,Primary School,-36.031932,146.949684,Comprehensive,Kinder to Year 6,Coed
1785,8446,Springwood High School,16,Chapman Parade,Faulconbridge,,2776,New South Wales,Australia,Secondary School,-33.685057,150.550608,Comprehensive,Year 7 to Year 12,Coed
1786,3095,Springwood Public School,1-59,Burns Road,Springwood,,2777,New South Wales,Australia,Primary School,-33.704613,150.573472,Comprehensive,Kinder to Year 6,Coed
1787,4481,St Andrews Public School,89,Ballantrae Drive,Saint Andrews,,2566,New South Wales,Australia,Primary School,-34.022532,150.831362,Comprehensive,Kinder to Year 6,Coed
1788,8571,St Clair High School,NULL,NULL,Saint Clair,,2759,New South Wales,Australia,Secondary School,-33.794217,150.786794,Comprehensive,Year 7 to Year 12,Coed
1789,4531,St Clair Public School,4,Timesweep Drive,Saint Clair,,2759,New South Wales,Australia,Primary School,-33.796324,150.786899,Comprehensive,Kinder to Year 6,Coed
1790,8136,St George Girls High School,14,Palmerston Street,Kogarah,,2217,New South Wales,Australia,Secondary School,-33.959073,151.136035,Comprehensive,Year 7 to Year 12,Girls
1791,5513,St George Hospital School,16,Kensington Street,Kogarah,,2217,New South Wales,Australia,Schools for Specific Purposes,-33.966710,151.133990,Comprehensive,Hospital School,Coed
1792,5527,St George School,NULL,NULL,Kogarah,,2217,New South Wales,Australia,Schools for Specific Purposes,-33.969055,151.137532,Comprehensive,Medium / High Support needs,Coed
1793,3673,St Georges Basin Public School,11,Tallyan Point Road,Basin View,,2540,New South Wales,Australia,Primary School,-35.090698,150.563917,Comprehensive,Kinder to Year 6,Coed
1794,4603,St Helens Park Public School,1,Carandini Street,Saint Helens Park,,2560,New South Wales,Australia,Primary School,-34.110232,150.804035,Comprehensive,Kinder to Year 6,Coed
1795,8400,St Ives High School,2,Waterhouse Avenue,Saint Ives,,2075,New South Wales,Australia,Secondary School,-33.740147,151.167078,Comprehensive,Year 7 to Year 12,Coed
1796,4293,St Ives North Public School,87,Memorial Avenue,Saint Ives,,2075,New South Wales,Australia,Primary School,-33.718672,151.163635,Comprehensive,Kinder to Year 6,Coed
1797,4400,St Ives Park Public School,NULL,NULL,Saint Ives,,2075,New South Wales,Australia,Primary School,-33.724082,151.178775,Comprehensive,Kinder to Year 6,Coed
1798,4331,St Ives Public School,56,Horace Street,Saint Ives,,2075,New South Wales,Australia,Primary School,-33.738199,151.166500,Comprehensive,Kinder to Year 6,Coed
1799,8531,St Johns Park High School,NULL,NULL,Greenfield Park,,2176,New South Wales,Australia,Secondary School,-33.873073,150.892002,Comprehensive,Year 7 to Year 12,Coed
1800,3029,St Johns Park Public School,NULL,NULL,Saint Johns Park,,2176,New South Wales,Australia,Primary School,-33.887204,150.899278,Comprehensive,Kinder to Year 6,Coed
1801,4205,St Marys North Public School,NULL,NULL,North Saint Marys,,2760,New South Wales,Australia,Primary School,-33.756231,150.782596,Comprehensive,Kinder to Year 6,Coed
1802,3031,St Marys Public School,449,Great Western Highway,Saint Marys,,2760,New South Wales,Australia,Primary School,-33.768364,150.770634,Comprehensive,Kinder to Year 6,Coed
1803,8870,St Marys Senior High School,6-48,Kalang Avenue,Saint Marys,,2760,New South Wales,Australia,Secondary School,-33.763119,150.770024,Senior College,Year 11 to Year 12,Coed
1804,4279,St Marys South Public School,96,Monfarville Street,Saint Marys,,2760,New South Wales,Australia,Primary School,-33.780052,150.776385,Comprehensive,Kinder to Year 6,Coed
1805,3032,St Peters Public School,31,Saint Peters Street,St Peters,,2044,New South Wales,Australia,Primary School,-33.912993,151.176696,Comprehensive,Kinder to Year 6,Coed
1806,5133,Stanford Merthyr Infants School,47,Maitland Street,Stanford Merthyr,,2327,New South Wales,Australia,Infants School,-32.823423,151.495438,Comprehensive,Kinder to Year 2,Coed
1807,7436,Stanmore Public School,135,Cambridge Street,Stanmore,,2048,New South Wales,Australia,Primary School,-33.895506,151.165283,Comprehensive,Kinder to Year 6,Coed
1808,3103,Stanwell Park Public School,56,Stanwell Avenue,Stanwell Park,,2508,New South Wales,Australia,Primary School,-34.228715,150.984536,Comprehensive,Kinder to Year 6,Coed
1809,5515,Stewart House School,45,Carrington Parade,Curl Curl,,2096,New South Wales,Australia,Schools for Specific Purposes,-33.773490,151.291310,Comprehensive,Debilitated by physical difficulties,Coed
1810,3109,Stockinbingal Public School,9,Dudauman Street,Stockinbingal,,2725,New South Wales,Australia,Primary School,-34.497611,147.883065,Comprehensive,Kinder to Year 6,Coed
1811,3110,Stockton Public School,10,Clyde Street,Stockton,,2295,New South Wales,Australia,Primary School,-32.910956,151.781095,Comprehensive,Kinder to Year 6,Coed
1812,3112,Stokers Siding Public School,242,Stokers Road,Stokers Siding,,2484,New South Wales,Australia,Primary School,-28.393823,153.404371,Comprehensive,Kinder to Year 6,Coed
1813,3119,Stratford Public School,6,Anne Street,Stratford,,2422,New South Wales,Australia,Primary School,-32.116885,151.939220,Comprehensive,Kinder to Year 6,Coed
1814,3122,Stratheden Public School,NULL,Stratheden Road,Stratheden,,2470,New South Wales,Australia,Primary School,-28.755713,152.937222,Comprehensive,Kinder to Year 6,Coed
1815,8169,Strathfield Girls High School,116,Albert Road,Strathfield,,2135,New South Wales,Australia,Secondary School,-33.873901,151.084571,Language,Year 7 to Year 12,Girls
1816,3123,Strathfield North Public School,257B,Concord Road,Concord West,,2138,New South Wales,Australia,Primary School,-33.854531,151.092040,Comprehensive,Kinder to Year 6,Coed
1817,8252,Strathfield South High School,NULL,NULL,Strathfield,,2135,New South Wales,Australia,Secondary School,-33.885382,151.071235,Comprehensive,Year 7 to Year 12,Coed
1818,3124,Strathfield South Public School,244,Homebush Road,Strathfield,,2135,New South Wales,Australia,Primary School,-33.890780,151.084702,Comprehensive,Kinder to Year 6,Coed
1819,3125,Stroud Public School,24,Erin Street,Stroud,,2425,New South Wales,Australia,Primary School,-32.402533,151.964239,Comprehensive,Kinder to Year 6,Coed
1820,3126,Stroud Road Public School,733,The Bucketts Way,Stroud Road,,2415,New South Wales,Australia,Primary School,-32.347986,151.932369,Comprehensive,Kinder to Year 6,Coed
1821,3127,Stuart Town Public School,5961,Burrendong Way,Stuart Town,,2820,New South Wales,Australia,Primary School,-32.802566,149.068273,Comprehensive,Kinder to Year 6,Coed
1822,3643,Stuarts Point Public School,7,Banksia Street,Stuarts Point,,2441,New South Wales,Australia,Primary School,-30.818842,152.993686,Comprehensive,Kinder to Year 6,Coed
1823,4457,Sturt Public School,203,Lake Albert Road,Kooringal,,2650,New South Wales,Australia,Primary School,-35.136080,147.377439,Comprehensive,Kinder to Year 6,Coed
1824,3129,Summer Hill Public School,NULL,NULL,Summer Hill,,2130,New South Wales,Australia,Primary School,-33.895815,151.135853,Comprehensive,Kinder to Year 6,Coed
1825,4562,Sunshine Bay Public School,35,Bronte Crescent,Sunshine Bay,,2536,New South Wales,Australia,Primary School,-35.740734,150.209961,Comprehensive,Kinder to Year 6,Coed
1826,4631,Surveyors Creek Public School,NULL,NULL,Glenmore Park,,2745,New South Wales,Australia,Primary School,-33.787277,150.689173,Comprehensive,Kinder to Year 6,Coed
1827,3659,Sussex Inlet Public School,37,Thomson Street,Sussex Inlet,,2540,New South Wales,Australia,Primary School,-35.167302,150.584194,Comprehensive,Kinder to Year 6,Coed
1828,5546,Sutherland Hospital School,126,Kingsway,Caringbah,,2229,New South Wales,Australia,Schools for Specific Purposes,-34.038034,151.114597,Comprehensive,Hospital School,Coed
1829,3822,Sutherland North Public School,12-18,Auburn Street,Sutherland,,2232,New South Wales,Australia,Primary School,-34.026785,151.067084,Comprehensive,Kinder to Year 6,Coed
1830,3136,Sutherland Public School,10,Merton Street,Sutherland,,2232,New South Wales,Australia,Primary School,-34.033001,151.059149,Comprehensive,Kinder to Year 6,Coed
1831,3137,Sutton Public School,18,Victoria Street,Sutton,,2620,New South Wales,Australia,Primary School,-35.165611,149.254979,Comprehensive,Kinder to Year 6,Coed
1832,8389,Swansea High School,70,Park Avenue,Caves Beach,,2281,New South Wales,Australia,Secondary School,-33.104232,151.639823,Comprehensive,Year 7 to Year 12,Coed
1833,3141,Swansea Public School,1,Rawson Street,Swansea,,2281,New South Wales,Australia,Primary School,-33.084061,151.636301,Comprehensive,Kinder to Year 6,Coed
1834,8137,Sydney Boys High School,NULL,NULL,Moore Park,,2021,New South Wales,Australia,Secondary School,-33.892165,151.218904,Comprehensive,Year 7 to Year 12,Boys
1835,5545,Sydney Childrens Hospital School,143,Barker Street,Randwick,,2031,New South Wales,Australia,Schools for Specific Purposes,-33.919053,151.239067,Comprehensive,Hospital School,Coed
1836,8587,Sydney Distance Education High School,124,Dowling Street,Woolloomooloo,,2011,New South Wales,Australia,Secondary School,-33.871053,151.220980,Comprehensive,Year 7 to Year 12,Coed
1837,4586,Sydney Distance Education Primary School,1,Collins Street,Surry Hills,,2010,New South Wales,Australia,Primary School,-33.886270,151.212706,Comprehensive,Kinder to Year 6,Coed
1838,8138,Sydney Girls High School,560,Cleveland Street,Moore Park,,2021,New South Wales,Australia,Secondary School,-33.894191,151.220371,Comprehensive,Year 7 to Year 12,Girls
1839,8484,Sydney Secondary College Balmain Campus,NULL,NULL,Rozelle,,2039,New South Wales,Australia,Secondary School,-33.858506,151.170052,Junior College,Year 7 to Year 10,Coed
1840,8539,Sydney Secondary College Blackwattle Bay Campus,1,Taylor Street,Glebe,,2037,New South Wales,Australia,Secondary School,-33.875142,151.188357,Senior College,Year 11 to Year 12,Coed
1841,8507,Sydney Secondary College Leichhardt Campus,210,Balmain Road,Leichhardt,,2040,New South Wales,Australia,Secondary School,-33.879463,151.159003,Junior College,Year 7 to Year 10,Coed
1842,8141,Sydney Technical High School,686,Forest Road,Bexley,,2207,New South Wales,Australia,Secondary School,-33.963075,151.114342,Comprehensive,Year 7 to Year 12,Boys
1843,4024,Sylvania Heights Public School,33,Lisbon Street,Sylvania,,2224,New South Wales,Australia,Primary School,-34.012724,151.097344,Comprehensive,Kinder to Year 6,Coed
1844,8463,Sylvania High School,17,Bellingara Road,Sylvania,,2224,New South Wales,Australia,Secondary School,-34.017367,151.103529,Comprehensive,Year 7 to Year 12,Coed
1845,3143,Sylvania Public School,46,Princes Highway,Sylvania,,2224,New South Wales,Australia,Primary School,-34.008118,151.112077,Comprehensive,Kinder to Year 6,Coed
1846,3534,Table Top Public School,556,Burma Road,Table Top,,2640,New South Wales,Australia,Primary School,-35.967573,147.007302,Comprehensive,Kinder to Year 6,Coed
1847,3145,Tabulam Public School,NULL,NULL,Tabulam,,2469,New South Wales,Australia,Primary School,-28.888649,152.568703,Comprehensive,Kinder to Year 6,Coed
1848,4617,Tacking Point Public School,82,Bangalay Drive,Port Macquarie,,2444,New South Wales,Australia,Primary School,-31.472138,152.926418,Comprehensive,Kinder to Year 6,Coed
1849,3147,Tacoma Public School,73,Hillcrest Avenue,Tacoma,,2259,New South Wales,Australia,Primary School,-33.282980,151.458936,Comprehensive,Kinder to Year 6,Coed
1850,3148,Tahmoor Public School,2690,Remembrance Driveway,Tahmoor,,2573,New South Wales,Australia,Primary School,-34.227663,150.588951,Comprehensive,Kinder to Year 6,Coed
1851,4374,Talbingo Public School,48,Lampe Street,Talbingo,,2720,New South Wales,Australia,Primary School,-35.580023,148.300454,Comprehensive,Kinder to Year 6,Coed
1852,3153,Tallimba Public School,12-14,Kikoira Street,Tallimba,,2669,New South Wales,Australia,Primary School,-33.993586,146.877792,Comprehensive,Kinder to Year 6,Coed
1853,3154,Tallong Public School,80,Bumballa Street,Tallong,,2579,New South Wales,Australia,Primary School,-34.721496,150.083341,Comprehensive,Kinder to Year 6,Coed
1854,5459,Tallowood School,60,Redden Drive,Kellyville,,2155,New South Wales,Australia,Schools for Specific Purposes,-33.707054,150.952170,Comprehensive,Medium / High Support needs,Coed
1855,3156,Tambar Springs Public School,88,Tamba Street,Tambar Springs,,2381,New South Wales,Australia,Primary School,-31.348351,149.827874,Comprehensive,Kinder to Year 6,Coed
1856,8139,Tamworth High School,14,Robyn Street,South Tamworth,,2340,New South Wales,Australia,Secondary School,-31.105768,150.916936,Comprehensive,Year 7 to Year 12,Coed
1857,3157,Tamworth Public School,126,Brisbane Street,East Tamworth,,2340,New South Wales,Australia,Primary School,-31.084712,150.935305,Comprehensive,Kinder to Year 6,Coed
1858,3882,Tamworth South Public School,24,Anthony Road,South Tamworth,,2340,New South Wales,Australia,Primary School,-31.105062,150.911701,Comprehensive,Kinder to Year 6,Coed
1859,3158,Tamworth West Public School,65,Bridge Street,West Tamworth,,2340,New South Wales,Australia,Primary School,-31.091580,150.920563,Comprehensive,Kinder to Year 6,Coed
1860,5684,Tangara School,68,Bong Bong Road,Renwick,,2575,New South Wales,Australia,Schools for Specific Purposes,-34.451869,150.469424,Comprehensive,Medium / High Support needs,Coed
1861,4547,Tanilba Bay Public School,72,Diggers Drive,Tanilba Bay,,2319,New South Wales,Australia,Primary School,-32.730055,152.005845,Comprehensive,Kinder to Year 6,Coed
1862,3159,Tanja Public School,7,Barrabooka Road,Tanja,,2550,New South Wales,Australia,Primary School,-36.640290,149.975072,Comprehensive,Kinder to Year 6,Coed
1863,3162,Tarago Public School,2124,Braidwood Road,Lake Bathurst,,2580,New South Wales,Australia,Primary School,-35.067671,149.654751,Comprehensive,Kinder to Year 6,Coed
1864,3163,Taralga Public School,95,Orchard Street,Taralga,,2580,New South Wales,Australia,Primary School,-34.397974,149.820962,Comprehensive,Kinder to Year 6,Coed
1865,3165,Tarcutta Public School,15,Centenary Avenue,Tarcutta,,2652,New South Wales,Australia,Primary School,-35.279294,147.738339,Comprehensive,Kinder to Year 6,Coed
1866,8140,Taree High School,NULL,NULL,Taree,,2430,New South Wales,Australia,Secondary School,-31.909866,152.463860,Comprehensive,Year 7 to Year 12,Coed
1867,3167,Taree Public School,12,Macquarie Street,Taree,,2430,New South Wales,Australia,Primary School,-31.910904,152.462158,Comprehensive,Kinder to Year 6,Coed
1868,3909,Taree West Public School,34,Wingham Road,Taree,,2430,New South Wales,Australia,Primary School,-31.907599,152.444547,Comprehensive,Kinder to Year 6,Coed
1869,3168,Taren Point Public School,93,Woodlands Road,Taren Point,,2229,New South Wales,Australia,Primary School,-34.018080,151.122690,Comprehensive,Kinder to Year 6,Coed
1870,3820,Tarrawanna Public School,27,Kendall Street,Tarrawanna,,2518,New South Wales,Australia,Primary School,-34.380764,150.890246,Comprehensive,Kinder to Year 6,Coed
1871,4263,Tarro Public School,5,Eastern Avenue,Tarro,,2322,New South Wales,Australia,Primary School,-32.810607,151.664754,Comprehensive,Kinder to Year 6,Coed
1872,3173,Tathra Public School,NULL,NULL,Tathra,,2550,New South Wales,Australia,Primary School,-36.732802,149.979602,Comprehensive,Kinder to Year 6,Coed
1873,5112,Taverners Hill Infants School,23,Elswick Street,Petersham,,2049,New South Wales,Australia,Infants School,-33.888955,151.157199,Comprehensive,Kinder to Year 2,Coed
1874,3175,Tea Gardens Public School,23,Witt Street,Tea Gardens,,2324,New South Wales,Australia,Primary School,-32.667785,152.157991,Comprehensive,Kinder to Year 6,Coed
1875,2177,Telarah Public School,21,Russell Street,Telarah,,2320,New South Wales,Australia,Primary School,-32.725200,151.532379,Comprehensive,Kinder to Year 6,Coed
1876,3176,Telegraph Point Public School,177,Mooney Street,Telegraph Point,,2441,New South Wales,Australia,Primary School,-31.334143,152.793129,Comprehensive,Kinder to Year 6,Coed
1877,4103,Telopea Public School,23,Chestnut Avenue,Telopea,,2117,New South Wales,Australia,Primary School,-33.797032,151.043640,Comprehensive,Kinder to Year 6,Coed
1878,8168,Temora High School,110,Gloucester Street,Temora,,2666,New South Wales,Australia,Secondary School,-34.441897,147.539525,Comprehensive,Year 7 to Year 12,Coed
1879,3178,Temora Public School,119,De Boos Street,Temora,,2666,New South Wales,Australia,Primary School,-34.444843,147.535265,Comprehensive,Kinder to Year 6,Coed
1880,4209,Temora West Public School,30,Bellevue Street,Temora,,2666,New South Wales,Australia,Primary School,-34.451303,147.523536,Comprehensive,Kinder to Year 6,Coed
1881,8506,Tempe High School,23,Toyer Street,Tempe,,2044,New South Wales,Australia,Secondary School,-33.919750,151.160940,Language,Year 7 to Year 12,Coed
1882,3948,Tempe Public School,368,Unwins Bridge Road,Tempe,,2044,New South Wales,Australia,Primary School,-33.920935,151.160994,Comprehensive,Kinder to Year 6,Coed
1883,3180,Tenambit Public School,10,Edward Street,Tenambit,,2323,New South Wales,Australia,Primary School,-32.742528,151.604859,Comprehensive,Kinder to Year 6,Coed
1884,8358,Tenterfield High School,75,High Street,Tenterfield,,2372,New South Wales,Australia,Secondary School,-29.053727,152.016829,Comprehensive,Year 7 to Year 12,Coed
1885,3183,Teralba Public School,57,York Street,Teralba,,2284,New South Wales,Australia,Primary School,-32.962493,151.605976,Comprehensive,Kinder to Year 6,Coed
1886,3185,Terara Public School,20,Millbank Road,Terara,,2540,New South Wales,Australia,Primary School,-34.866633,150.630380,Comprehensive,Kinder to Year 6,Coed
1887,3189,Terranora Public School,638,Terranora Road,Terranora,,2486,New South Wales,Australia,Primary School,-28.240248,153.499272,Comprehensive,Kinder to Year 6,Coed
1888,3190,Terrey Hills Public School,NULL,NULL,Terrey Hills,,2084,New South Wales,Australia,Primary School,-33.685723,151.222619,Comprehensive,Kinder to Year 6,Coed
1889,8533,Terrigal High School,3,Tilanbi Close,Terrigal,,2260,New South Wales,Australia,Secondary School,-33.442167,151.429342,Comprehensive,Year 7 to Year 12,Coed
1890,3191,Terrigal Public School,16,Havenview Road,Terrigal,,2260,New South Wales,Australia,Primary School,-33.442449,151.438197,Comprehensive,Kinder to Year 6,Coed
1891,4578,Teven-Tintenbar Public School,28,Fredericks Lane,Tintenbar,,2478,New South Wales,Australia,Primary School,-28.794805,153.500671,Comprehensive,Kinder to Year 6,Coed
1892,5680,Thalgarrah Environmental Education Centre,NULL,Rockvale Road,Thalgarrah,,2350,New South Wales,Australia,Environmental Education Centre,-30.447933,151.824750,Comprehensive,Environmental Education Centre (formerly Field Stu,Coed
1893,4573,Tharawal Public School,NULL,NULL,Illawong,,2234,New South Wales,Australia,Primary School,-34.003289,151.025929,Comprehensive,Kinder to Year 6,Coed
1894,3195,Tharbogang Public School,1729,White Road,Tharbogang,,2680,New South Wales,Australia,Primary School,-34.261620,145.984922,Comprehensive,Kinder to Year 6,Coed
1895,5579,The Beach School,34,Orara Road,Allambie Heights,,2100,New South Wales,Australia,Schools for Specific Purposes,-33.772011,151.262488,Comprehensive,Behaviour Disorder,Coed
1896,5758,The Bidgee School,10,Grandview Avenue,Turvey Park,,2650,New South Wales,Australia,Schools for Specific Purposes,-35.124587,147.364173,Comprehensive,Behaviour Disorder,Coed
1897,1548,The Channon Public School,21,Standing Street,The Channon,,2480,New South Wales,Australia,Primary School,-28.675099,153.280288,Comprehensive,Kinder to Year 6,Coed
1898,5751,The Childrens Hospital School,NULL,NULL,Westmead,,2145,New South Wales,Australia,Schools for Specific Purposes,-33.802243,150.991834,Comprehensive,Hospital School,Coed
1899,5634,The Crescent School,15,Mount Street,Goulburn,,2580,New South Wales,Australia,Schools for Specific Purposes,-34.744593,149.710549,Comprehensive,Medium / High Support needs,Coed
1900,1849,The Entrance Public School,NULL,NULL,The Entrance,,2261,New South Wales,Australia,Primary School,-33.346741,151.493009,Comprehensive,Kinder to Year 6,Coed
1901,8372,The Forest High School,NULL,NULL,Frenchs Forest,,2086,New South Wales,Australia,Secondary School,-33.750298,151.229800,Comprehensive,Year 7 to Year 12,Coed
1902,4518,The Grange Public School,8,Benham Road,Minto,,2566,New South Wales,Australia,Primary School,-34.022051,150.857358,Comprehensive,Kinder to Year 6,Coed
1903,8314,The Henry Lawson High School,28,South Street,Grenfell,,2810,New South Wales,Australia,Secondary School,-33.902722,148.163449,Comprehensive,Year 7 to Year 12,Coed
1904,5688,The Hills School,5,Watson Place,Northmead,,2152,New South Wales,Australia,Schools for Specific Purposes,-33.779745,151.003951,Comprehensive,Medium / High Support needs,Coed
1905,8412,The Hills Sports High School,56,Best Road,Seven Hills,,2147,New South Wales,Australia,Secondary School,-33.782184,150.938834,Sports,Year 7 to Year 12,Coed
1906,8852,The Jannali High School,NULL,NULL,Jannali,,2226,New South Wales,Australia,Secondary School,-34.021612,151.061927,Comprehensive,Year 7 to Year 12,Coed
1907,2246,The Junction Public School,NULL,NULL,The Junction,,2291,New South Wales,Australia,Primary School,-32.939964,151.758644,Comprehensive,Kinder to Year 6,Coed
1908,2510,The Meadows Public School,2C,Fuller Street,Seven Hills,,2147,New South Wales,Australia,Primary School,-33.781365,150.942567,Comprehensive,Kinder to Year 6,Coed
1909,2793,The Oaks Public School,NULL,NULL,The Oaks,,2570,New South Wales,Australia,Primary School,-34.078385,150.571724,Comprehensive,Kinder to Year 6,Coed
1910,2890,The Pocket Public School,538,The Pocket Road,The Pocket,,2483,New South Wales,Australia,Primary School,-28.505414,153.479112,Comprehensive,Kinder to Year 6,Coed
1911,8911,The Ponds High School,73,Riverbank Drive,The Ponds,,2769,New South Wales,Australia,Secondary School,-33.705259,150.906931,Comprehensive,Year 7 to Year 12,Coed
1912,5765,The Ponds School,201,The Ponds Boulevard,The Ponds,,2769,New South Wales,Australia,Schools for Specific Purposes,-33.698000,150.911601,Comprehensive,Medium / High Support needs,Coed
1913,2968,The Risk Public School,122,Gradys Creek Road,The Risk,,2474,New South Wales,Australia,Primary School,-28.476943,152.933970,Comprehensive,Kinder to Year 6,Coed
1914,8520,"The Rivers Secondary College, Kadina High Campus",2-22,Kadina Street,Goonellabah,,2480,New South Wales,Australia,Secondary School,-28.817880,153.338640,Comprehensive,Year 7 to Year 12,Coed
1915,8124,"The Rivers Secondary College, Lismore High Campus",118B,Dalley Street,East Lismore,,2480,New South Wales,Australia,Secondary School,-28.820823,153.297294,Comprehensive,Year 7 to Year 12,Coed
1916,8214,"The Rivers Secondary College, Richmond River High Campus",NULL,NULL,North Lismore,,2480,New South Wales,Australia,Secondary School,-28.798765,153.279612,Comprehensive,Year 7 to Year 12,Coed
1917,2976,The Rock Central School,8,Ford Street,The Rock,,2655,New South Wales,Australia,Central/Community School,-35.266335,147.115239,Comprehensive,Kinder to Year 12,Coed
1918,3182,The Sir Henry Parkes Memorial Public School,205,High Street,Tenterfield,,2372,New South Wales,Australia,Primary School,-29.056081,152.026106,Comprehensive,Kinder to Year 6,Coed
1919,3200,Thirlmere Public School,1,Mason Street,Thirlmere,,2572,New South Wales,Australia,Primary School,-34.204832,150.569311,Comprehensive,Kinder to Year 6,Coed
1920,3201,Thirroul Public School,33,Sea Foam Avenue,Thirroul,,2515,New South Wales,Australia,Primary School,-34.315210,150.918701,Comprehensive,Kinder to Year 6,Coed
1921,4539,Thomas Acres Public School,10,Stagg Place,Ambarvale,,2560,New South Wales,Australia,Primary School,-34.093621,150.789247,Comprehensive,Kinder to Year 6,Coed
1922,8589,Thomas Reddall High School,6,Wickfield Circuit,Ambarvale,,2560,New South Wales,Australia,Secondary School,-34.082029,150.801488,Comprehensive,Year 7 to Year 12,Coed
1923,4276,Thornleigh West Public School,NULL,NULL,Thornleigh,,2120,New South Wales,Australia,Primary School,-33.723864,151.072163,Comprehensive,Kinder to Year 6,Coed
1924,3204,Thornton Public School,20,Government Road,Thornton,,2322,New South Wales,Australia,Primary School,-32.779381,151.639454,Comprehensive,Kinder to Year 6,Coed
1925,3208,Thurgoona Public School,11,Bottlebrush Street,Thurgoona,,2640,New South Wales,Australia,Primary School,-36.047283,146.983289,Comprehensive,Kinder to Year 6,Coed
1926,3211,Tibooburra Outback Public School,14,Briscoe Street,Tibooburra,,2880,New South Wales,Australia,Primary School,-29.432133,142.010166,Comprehensive,Kinder to Year 6,Coed
1927,3213,Tighes Hill Public School,33,Elizabeth Street,Tighes Hill,,2297,New South Wales,Australia,Primary School,-32.908099,151.751254,Comprehensive,Kinder to Year 6,Coed
1928,1016,Timbumburi Public School,542,Kia Ora Lane,Timbumburi,,2340,New South Wales,Australia,Primary School,-31.203781,150.915629,Comprehensive,Kinder to Year 6,Coed
1929,3218,Tingha Public School,54,Ruby Street,Tingha,,2369,New South Wales,Australia,Primary School,-29.959145,151.213606,Comprehensive,Kinder to Year 6,Coed
1930,3219,Tinonee Public School,9-11,Hutchinson Street,Tinonee,,2430,New South Wales,Australia,Primary School,-31.932855,152.413577,Comprehensive,Kinder to Year 6,Coed
1931,3221,Tintinhull Public School,85,Tintinhull Road,Tintinhull,,2352,New South Wales,Australia,Primary School,-31.085665,151.008427,Comprehensive,Kinder to Year 6,Coed
